task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
4	b8/0b74d8	26797063	NFCORE_CREATETAXDB:CREATETAXDB:SYLPH_SKETCHGENOMES (benchmark_20000)	COMPLETED	0	2026-05-01 14:33:58.483	5m 12s	58s	445.0%	2.5 GB	2.7 GB	47.1 GB	1.8 GB
8	c2/6124d0	26797048	NFCORE_CREATETAXDB:CREATETAXDB:PREPROCESSING:FIND_CONCATENATE_AA (benchmark_20000)	COMPLETED	0	2026-05-01 14:31:51.156	9m 19s	7m 20s	17.6%	16 MB	44.7 MB	16.7 GB	16.6 GB
2	3a/519c5b	26797046	NFCORE_CREATETAXDB:CREATETAXDB:PREPROCESSING:SEQKIT_BATCHRENAME (benchmark_20000)	COMPLETED	0	2026-05-01 14:31:15.843	10m 55s	9m 39s	115.7%	83.1 MB	1.3 GB	8.3 GB	6.9 GB
1	ed/c51eff	26797047	NFCORE_CREATETAXDB:CREATETAXDB:PREPROCESSING:SEQKIT_BATCHRENAME (benchmark_20000)	COMPLETED	0	2026-05-01 14:31:24.133	10m 46s	9m 44s	115.3%	83.5 MB	1.3 GB	8.4 GB	7 GB
6	37/967483	26797065	NFCORE_CREATETAXDB:CREATETAXDB:PREPROCESSING:FIND_CONCATENATE_DNA (benchmark_20000)	COMPLETED	0	2026-05-01 14:35:03.856	12m 7s	8m 39s	17.0%	18.2 MB	40.7 MB	47.2 GB	47.1 GB
9	46/ee14b9	26797050	NFCORE_CREATETAXDB:CREATETAXDB:GANON_BUILDCUSTOM (benchmark_20000)	COMPLETED	0	2026-05-01 14:32:57.934	21m 13s	20m 10s	418.9%	42.6 GB	47.5 GB	148.5 GB	85.7 GB
11	02/298a6d	26797095	NFCORE_CREATETAXDB:CREATETAXDB:PREPROCESSING:FIND_CONCATENATE_AA_KAIJU (benchmark_20000)	COMPLETED	0	2026-05-01 14:42:39.308	12m 31s	8m 50s	15.6%	14.1 MB	44.7 MB	13.9 GB	13.9 GB
10	c4/c3b8a7	26797093	NFCORE_CREATETAXDB:CREATETAXDB:DIAMOND_MAKEDB (benchmark_20000)	COMPLETED	0	2026-05-01 14:41:12.543	17m 58s	14m 16s	226.6%	5.1 GB	7.8 GB	66.3 GB	39.6 GB
3	40/cc7091	26797049	NFCORE_CREATETAXDB:CREATETAXDB:KMCP_CREATE:KMCP_COMPUTE (benchmark_20000)	COMPLETED	0	2026-05-01 14:32:29.262	37m 41s	35m 23s	386.1%	2.4 GB	3.1 GB	47.1 GB	280.5 GB
15	68/9fc764	26797452	NFCORE_CREATETAXDB:CREATETAXDB:KMCP_CREATE:KMCP_INDEX (benchmark_20000)	COMPLETED	0	2026-05-01 15:10:10.947	7m 1s	5m 5s	1931.3%	5.4 GB	6.4 GB	280.5 GB	17.4 GB
14	f5/04131a	26797170	NFCORE_CREATETAXDB:CREATETAXDB:KAIJU_MKFMI (benchmark_20000)	COMPLETED	0	2026-05-01 14:55:10.711	31m	29m 18s	452.2%	45.8 GB	57.5 GB	30.5 GB	35.5 GB
12	27/95cd30	26797109	NFCORE_CREATETAXDB:CREATETAXDB:FASTA_BUILD_ADD_KRAKEN2_BRACKEN:KRAKEN2_ADD (benchmark_20000)	COMPLETED	0	2026-05-01 14:47:10.868	47m	44m 38s	103.2%	94.5 MB	125.8 MB	194.4 GB	147.3 GB
5	23/bf20e9	26797064	NFCORE_CREATETAXDB:CREATETAXDB:METACACHE_BUILD (benchmark_20000)	COMPLETED	0	2026-05-01 14:34:28.926	1h 42m 42s	36m 21s	147.6%	70.3 GB	70.8 GB	60.1 GB	50.6 GB
16	9a/b92ea7	26797703	NFCORE_CREATETAXDB:CREATETAXDB:FASTA_BUILD_ADD_KRAKEN2_BRACKEN:KRAKEN2_BUILD (benchmark_20000)	COMPLETED	0	2026-05-01 15:34:11.254	3h 50m	3h 43m 15s	6903.2%	83.5 GB	91 GB	195.2 GB	152 GB
17	ae/10de9f	26802306	NFCORE_CREATETAXDB:CREATETAXDB:FASTA_BUILD_ADD_KRAKEN2_BRACKEN:BRACKEN_BUILD (benchmark_20000)	COMPLETED	0	2026-05-01 19:24:11.970	12m 59s	12m 30s	2161.4%	73.5 GB	77.2 GB	110.8 GB	18.5 GB
13	76/7888f7	26797108	NFCORE_CREATETAXDB:CREATETAXDB:CENTRIFUGE_BUILD (benchmark_20000)	COMPLETED	0	2026-05-01 14:47:10.731	5h 50m 1s	3h 15m 27s	815.7%	472.6 GB	631.3 GB	472.7 GB	393.5 GB
7	45/9b7952	26797062	NFCORE_CREATETAXDB:CREATETAXDB:KRAKENUNIQ_BUILD (benchmark_20000)	COMPLETED	0	2026-05-01 14:33:30.957	10h 43m 41s	10h 39m 14s	595.7%	432.6 GB	440.4 GB	1.2 TB	1.4 TB
18	45/f5acd5	26806689	NFCORE_CREATETAXDB:CREATETAXDB:MULTIQC (createtaxdb)	COMPLETED	0	2026-05-02 01:17:14.305	5m 58s	9.7s	41.3%	222.7 MB	1.4 GB	60.3 MB	4.4 MB
