task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	24/cb80b4	26252676	NFCORE_CREATETAXDB:CREATETAXDB:SYLPH_SKETCHGENOMES (benchmark_1000)	COMPLETED	0	2026-04-11 12:00:44.456	44.7s	4s	353.0%	390.4 MB	848.4 MB	2.3 GB	90.7 MB
6	b4/eae01e	26252680	NFCORE_CREATETAXDB:CREATETAXDB:PREPROCESSING:FIND_CONCATENATE_AA (benchmark_1000)	COMPLETED	0	2026-04-11 12:00:47.338	42.2s	24.4s	14.5%	6.6 MB	16.2 MB	837.3 MB	833.3 MB
3	4b/de9d1d	26252682	NFCORE_CREATETAXDB:CREATETAXDB:PREPROCESSING:FIND_CONCATENATE_DNA (benchmark_1000)	COMPLETED	0	2026-04-11 12:00:49.676	1m 39s	23.4s	17.1%	9.5 MB	16.2 MB	2.3 GB	2.3 GB
5	8e/43d46e	26252678	NFCORE_CREATETAXDB:CREATETAXDB:PREPROCESSING:SEQKIT_BATCHRENAME (benchmark_1000)	COMPLETED	0	2026-04-11 12:00:46.891	1m 42s	40s	111.5%	75.9 MB	1.3 GB	840.1 MB	694.2 MB
7	fa/2ea2c1	26252684	NFCORE_CREATETAXDB:CREATETAXDB:GANON_BUILDCUSTOM (benchmark_1000)	COMPLETED	0	2026-04-11 12:00:51.978	1m 37s	1m 9s	310.6%	4.9 GB	8.4 GB	7.7 GB	4.7 GB
4	3c/2fdc72	26252679	NFCORE_CREATETAXDB:CREATETAXDB:METACACHE_BUILD (benchmark_1000)	COMPLETED	0	2026-04-11 12:00:47.112	2m 42s	1m 53s	157.4%	12.8 GB	12.9 GB	2.8 GB	3.5 GB
12	1f/a38fa2	26252698	NFCORE_CREATETAXDB:CREATETAXDB:PREPROCESSING:FIND_CONCATENATE_AA_KAIJU (benchmark_1000)	COMPLETED	0	2026-04-11 12:02:33.122	56s	15.3s	20.9%	7.5 MB	16.2 MB	698.2 MB	694.2 MB
13	fb/d595e2	26252733	NFCORE_CREATETAXDB:CREATETAXDB:KAIJU_MKFMI (benchmark_1000)	COMPLETED	0	2026-04-11 12:03:29.388	2m	1m 34s	298.2%	3.5 GB	4.2 GB	1.5 GB	1.7 GB
9	8d/44981f	26252697	NFCORE_CREATETAXDB:CREATETAXDB:FASTA_BUILD_ADD_KRAKEN2_BRACKEN:KRAKEN2_ADD (benchmark_1000)	COMPLETED	0	2026-04-11 12:02:29.613	3m	2m 11s	102.0%	86.4 MB	112.7 MB	15.1 GB	12.8 GB
10	b5/2028b3	26252695	NFCORE_CREATETAXDB:CREATETAXDB:KMCP_CREATE:KMCP_COMPUTE (benchmark_1000)	COMPLETED	0	2026-04-11 12:02:29.317	4m	2m 54s	262.2%	571.2 MB	1.5 GB	2.3 GB	13.8 GB
15	6a/e82ab9	26253020	NFCORE_CREATETAXDB:CREATETAXDB:KMCP_CREATE:KMCP_INDEX (benchmark_1000)	COMPLETED	0	2026-04-11 12:06:29.250	2m	1m 4s	402.4%	1.3 GB	2 GB	13.8 GB	1.3 GB
8	46/9f7b28	26252686	NFCORE_CREATETAXDB:CREATETAXDB:DIAMOND_MAKEDB (benchmark_1000)	COMPLETED	0	2026-04-11 12:01:29.677	9m 59s	9m 34s	141.0%	2.9 GB	4.9 GB	49.2 GB	21.8 GB
11	4b/b92f20	26252696	NFCORE_CREATETAXDB:CREATETAXDB:CENTRIFUGE_BUILD (benchmark_1000)	COMPLETED	0	2026-04-11 12:02:29.483	14m	13m 3s	1506.8%	33.9 GB	39.9 GB	29.1 GB	19.2 GB
14	d0/a5b072	26252862	NFCORE_CREATETAXDB:CREATETAXDB:FASTA_BUILD_ADD_KRAKEN2_BRACKEN:KRAKEN2_BUILD (benchmark_1000)	COMPLETED	0	2026-04-11 12:05:30.990	14m 58s	13m 54s	1966.4%	29.8 GB	33.4 GB	15.7 GB	8.5 GB
16	9f/781ea0	26253579	NFCORE_CREATETAXDB:CREATETAXDB:FASTA_BUILD_ADD_KRAKEN2_BRACKEN:BRACKEN_BUILD (benchmark_1000)	COMPLETED	0	2026-04-11 12:20:29.433	6m	5m 13s	217.4%	54 GB	56.3 GB	12.3 GB	412.6 MB
2	39/6b019a	26252677	NFCORE_CREATETAXDB:CREATETAXDB:KRAKENUNIQ_BUILD (benchmark_1000)	COMPLETED	0	2026-04-11 12:00:44.685	31m 44s	31m 1s	605.4%	49.1 GB	56.8 GB	69.6 GB	85 GB
17	59/ea3711	26253673	NFCORE_CREATETAXDB:CREATETAXDB:MULTIQC	COMPLETED	0	2026-04-11 12:32:29.395	2m	11.1s	39.6%	135.4 MB	693.2 MB	71.1 MB	17.1 MB
