task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
3	29/e08899	26846958	NFCORE_CREATETAXDB:CREATETAXDB:SYLPH_SKETCHGENOMES (benchmark_2000)	COMPLETED	0	2026-05-03 10:16:02.337	3m 38s	9s	322.3%	568.9 MB	884.8 MB	4.8 GB	190 MB
6	ab/6ef084	26846962	NFCORE_CREATETAXDB:CREATETAXDB:PREPROCESSING:FIND_CONCATENATE_AA (benchmark_2000)	COMPLETED	0	2026-05-03 10:16:09.947	4m 30s	57.1s	12.7%	7.8 MB	29.6 MB	1.7 GB	1.7 GB
5	10/775375	26846961	NFCORE_CREATETAXDB:CREATETAXDB:PREPROCESSING:FIND_CONCATENATE_DNA (benchmark_2000)	COMPLETED	0	2026-05-03 10:16:09.499	4m 31s	1m 11s	11.8%	15.4 MB	40.7 MB	4.8 GB	4.8 GB
8	df/2bf3f8	26846963	NFCORE_CREATETAXDB:CREATETAXDB:GANON_BUILDCUSTOM (benchmark_2000)	COMPLETED	0	2026-05-03 10:16:12.067	5m 28s	1m 48s	382.8%	7.8 GB	11.4 GB	15.6 GB	9.3 GB
7	5e/4d9e1c	26846957	NFCORE_CREATETAXDB:CREATETAXDB:PREPROCESSING:SEQKIT_BATCHRENAME (benchmark_2000)	COMPLETED	0	2026-05-03 10:16:01.935	5m 38s	1m 30s	103.1%	77.9 MB	1.3 GB	1.7 GB	1.4 GB
2	db/050470	26846960	NFCORE_CREATETAXDB:CREATETAXDB:KMCP_CREATE:KMCP_COMPUTE (benchmark_2000)	COMPLETED	0	2026-05-03 10:16:07.007	7m 33s	25s	3452.7%	13.1 GB	14.2 GB	4.8 GB	28.7 GB
12	15/5c3d96	26847030	NFCORE_CREATETAXDB:CREATETAXDB:PREPROCESSING:FIND_CONCATENATE_AA_KAIJU (benchmark_2000)	COMPLETED	0	2026-05-03 10:21:43.596	1m 57s	43.2s	14.8%	8.2 MB	29.6 MB	1.4 GB	1.4 GB
10	ed/f270de	26847026	NFCORE_CREATETAXDB:CREATETAXDB:FASTA_BUILD_ADD_KRAKEN2_BRACKEN:KRAKEN2_ADD (benchmark_2000)	COMPLETED	0	2026-05-03 10:20:43.254	6m 57s	4m 42s	103.0%	66.2 MB	98.8 MB	25.1 GB	20.3 GB
13	b8/f7ccb1	26847055	NFCORE_CREATETAXDB:CREATETAXDB:KMCP_CREATE:KMCP_INDEX (benchmark_2000)	COMPLETED	0	2026-05-03 10:23:41.413	4m 59s	2m 7s	424.9%	1.4 GB	2.2 GB	28.7 GB	2.3 GB
14	a8/e90bb0	26847056	NFCORE_CREATETAXDB:CREATETAXDB:KAIJU_MKFMI (benchmark_2000)	COMPLETED	0	2026-05-03 10:23:41.518	5m 59s	3m 15s	320.6%	4.9 GB	6.3 GB	3.1 GB	3.5 GB
4	1d/4720bc	26846959	NFCORE_CREATETAXDB:CREATETAXDB:METACACHE_BUILD (benchmark_2000)	COMPLETED	0	2026-05-03 10:16:04.528	14m 36s	6m 59s	129.7%	15.4 GB	15.9 GB	17.8 GB	6.6 GB
11	b0/d85191	26847027	NFCORE_CREATETAXDB:CREATETAXDB:DIAMOND_MAKEDB (benchmark_2000)	COMPLETED	0	2026-05-03 10:20:43.526	11m 57s	9m 53s	148.2%	3 GB	5 GB	50.1 GB	22.8 GB
15	dc/3a7899	26847123	NFCORE_CREATETAXDB:CREATETAXDB:FASTA_BUILD_ADD_KRAKEN2_BRACKEN:KRAKEN2_BUILD (benchmark_2000)	COMPLETED	0	2026-05-03 10:27:40.492	28m	26m 11s	2706.6%	33.5 GB	36.9 GB	25.8 GB	17.2 GB
16	a8/c8dc45	26847950	NFCORE_CREATETAXDB:CREATETAXDB:FASTA_BUILD_ADD_KRAKEN2_BRACKEN:BRACKEN_BUILD (benchmark_2000)	COMPLETED	0	2026-05-03 10:55:40.555	19m	5m 19s	383.2%	54.8 GB	56.9 GB	18.4 GB	1.1 GB
9	18/561086	26847025	NFCORE_CREATETAXDB:CREATETAXDB:CENTRIFUGE_BUILD (benchmark_2000)	COMPLETED	0	2026-05-03 10:20:41.742	1h 59s	22m 18s	972.4%	70.7 GB	78.7 GB	54 GB	40.2 GB
1	39/f717ab	26846956	NFCORE_CREATETAXDB:CREATETAXDB:KRAKENUNIQ_BUILD (benchmark_2000)	COMPLETED	0	2026-05-03 10:15:59.424	1h 56m 41s	1h 13m 38s	524.7%	79.7 GB	87.7 GB	145.6 GB	170.5 GB
17	bd/1c1553	26849118	NFCORE_CREATETAXDB:CREATETAXDB:MULTIQC (createtaxdb)	COMPLETED	0	2026-05-03 12:12:40.920	59.6s	10.4s	38.4%	203.5 MB	1.3 GB	60.3 MB	4.4 MB
