task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
4	1a/8dd66b	26250332	NFCORE_CREATETAXDB:CREATETAXDB:SYLPH_SKETCHGENOMES (benchmark_2000)	COMPLETED	0	2026-04-11 09:58:32.337	40.1s	8s	349.2%	532.7 MB	843.5 MB	4.8 GB	190 MB
1	c5/0ada84	26250335	NFCORE_CREATETAXDB:CREATETAXDB:PREPROCESSING:FIND_CONCATENATE_AA (benchmark_2000)	COMPLETED	0	2026-04-11 09:58:37.364	2m 34s	50s	15.4%	6.6 MB	29.6 MB	1.7 GB	1.7 GB
3	3b/01ea53	26250336	NFCORE_CREATETAXDB:CREATETAXDB:PREPROCESSING:FIND_CONCATENATE_DNA (benchmark_2000)	COMPLETED	0	2026-04-11 09:58:37.706	2m 33s	43.5s	18.8%	17.4 MB	40.7 MB	4.8 GB	4.8 GB
6	38/4fdb92	26250334	NFCORE_CREATETAXDB:CREATETAXDB:PREPROCESSING:SEQKIT_BATCHRENAME (benchmark_2000)	COMPLETED	0	2026-04-11 09:58:35.216	3m 36s	1m 29s	113.5%	79.3 MB	1.3 GB	1.7 GB	1.4 GB
7	c9/6833eb	26250337	NFCORE_CREATETAXDB:CREATETAXDB:GANON_BUILDCUSTOM (benchmark_2000)	COMPLETED	0	2026-04-11 09:58:39.983	3m 31s	1m 45s	396.4%	8 GB	11.4 GB	15.6 GB	9.3 GB
5	2a/2a34e0	26250331	NFCORE_CREATETAXDB:CREATETAXDB:METACACHE_BUILD (benchmark_2000)	COMPLETED	0	2026-04-11 09:58:29.945	4m 41s	3m 46s	153.8%	15.4 GB	15.9 GB	5.3 GB	6.6 GB
12	2a/11cad0	26250387	NFCORE_CREATETAXDB:CREATETAXDB:PREPROCESSING:FIND_CONCATENATE_AA_KAIJU (benchmark_2000)	COMPLETED	0	2026-04-11 10:02:17.926	1m 53s	40.4s	17.3%	5.5 MB	29.6 MB	1.4 GB	1.4 GB
10	f3/8be3fc	26250350	NFCORE_CREATETAXDB:CREATETAXDB:FASTA_BUILD_ADD_KRAKEN2_BRACKEN:KRAKEN2_ADD (benchmark_2000)	COMPLETED	0	2026-04-11 10:01:11.910	4m 59s	4m 44s	102.1%	66.7 MB	98.8 MB	25.1 GB	20.3 GB
9	32/ea9671	26250348	NFCORE_CREATETAXDB:CREATETAXDB:KMCP_CREATE:KMCP_COMPUTE (benchmark_2000)	COMPLETED	0	2026-04-11 10:01:11.490	7m	6m 10s	265.8%	584.9 MB	1.6 GB	4.8 GB	28.8 GB
13	85/0adcd6	26250392	NFCORE_CREATETAXDB:CREATETAXDB:KAIJU_MKFMI (benchmark_2000)	COMPLETED	0	2026-04-11 10:04:11.538	4m	3m 19s	315.3%	5.4 GB	6.9 GB	3.1 GB	3.5 GB
15	b0/fc2b2d	26250430	NFCORE_CREATETAXDB:CREATETAXDB:KMCP_CREATE:KMCP_INDEX (benchmark_2000)	COMPLETED	0	2026-04-11 10:08:11.425	3m	2m 10s	407.9%	2.7 GB	3.4 GB	28.8 GB	2.8 GB
8	97/ccfc45	26250349	NFCORE_CREATETAXDB:CREATETAXDB:DIAMOND_MAKEDB (benchmark_2000)	COMPLETED	0	2026-04-11 10:01:11.699	11m	9m 55s	146.9%	3 GB	5 GB	50.1 GB	22.8 GB
11	b4/e942ba	26250351	NFCORE_CREATETAXDB:CREATETAXDB:CENTRIFUGE_BUILD (benchmark_2000)	COMPLETED	0	2026-04-11 10:01:12.083	22m 59s	22m 44s	791.6%	70.7 GB	78.7 GB	54 GB	40.2 GB
14	67/7fac0e	26250426	NFCORE_CREATETAXDB:CREATETAXDB:FASTA_BUILD_ADD_KRAKEN2_BRACKEN:KRAKEN2_BUILD (benchmark_2000)	COMPLETED	0	2026-04-11 10:06:12.249	26m 59s	25m 46s	2692.9%	33.5 GB	37.6 GB	25.8 GB	17.2 GB
16	da/596532	26251163	NFCORE_CREATETAXDB:CREATETAXDB:FASTA_BUILD_ADD_KRAKEN2_BRACKEN:BRACKEN_BUILD (benchmark_2000)	COMPLETED	0	2026-04-11 10:33:11.580	6m	5m 7s	376.3%	54.8 GB	56.9 GB	18.4 GB	1.1 GB
2	61/acb1db	26250333	NFCORE_CREATETAXDB:CREATETAXDB:KRAKENUNIQ_BUILD (benchmark_2000)	COMPLETED	0	2026-04-11 09:58:34.849	1h 1m 36s	1h 1m 16s	477.7%	74.1 GB	78.8 GB	139.7 GB	170.1 GB
17	e2/0c1300	26251598	NFCORE_CREATETAXDB:CREATETAXDB:MULTIQC	COMPLETED	0	2026-04-11 11:00:13.894	1m 57s	11.3s	32.1%	172 MB	1004.9 MB	71.1 MB	17.1 MB
