id,taxid,fasta_dna,fasta_aa
GCF_054461335.1,3569034,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_054461335.1/GCF_054461335.1_ASM5446133v1_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_054461335.1/GCF_054461335.1_ASM5446133v1_protein.faa
GCF_002593165.1,2845444,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_002593165.1/GCF_002593165.1_ASM259316v1_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_002593165.1/GCF_002593165.1_ASM259316v1_protein.faa
GCF_013088415.1,2734295,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_013088415.1/GCF_013088415.1_ASM1308841v1_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_013088415.1/GCF_013088415.1_ASM1308841v1_protein.faa
GCF_049728005.1,1462615,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_049728005.1/GCF_049728005.1_ASM4972800v1_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_049728005.1/GCF_049728005.1_ASM4972800v1_protein.faa
GCF_001281505.1,1528099,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_001281505.1/GCF_001281505.1_ASM128150v1_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_001281505.1/GCF_001281505.1_ASM128150v1_protein.faa
GCF_000883015.1,2733591,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_000883015.1/GCF_000883015.1_ViralProj31163_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_000883015.1/GCF_000883015.1_ViralProj31163_protein.faa
GCF_013426585.1,2844216,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_013426585.1/GCF_013426585.1_ASM1342658v1_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_013426585.1/GCF_013426585.1_ASM1342658v1_protein.faa
GCF_001885525.1,1868170,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_001885525.1/GCF_001885525.1_ViralProj344310_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_001885525.1/GCF_001885525.1_ViralProj344310_protein.faa
GCF_000923675.1,1464127,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_000923675.1/GCF_000923675.1_ViralProj253383_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_000923675.1/GCF_000923675.1_ViralProj253383_protein.faa
GCF_000926955.1,3433825,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_000926955.1/GCF_000926955.1_ViralProj263850_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_000926955.1/GCF_000926955.1_ViralProj263850_protein.faa
GCF_018570805.1,3429449,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_018570805.1/GCF_018570805.1_ASM1857080v1_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_018570805.1/GCF_018570805.1_ASM1857080v1_protein.faa
GCF_018563015.1,3430432,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_018563015.1/GCF_018563015.1_ASM1856301v1_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_018563015.1/GCF_018563015.1_ASM1856301v1_protein.faa
GCF_016848515.1,688437,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_016848515.1/GCF_016848515.1_ASM1684851v1_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_016848515.1/GCF_016848515.1_ASM1684851v1_protein.faa
GCF_027563145.1,2814576,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_027563145.1/GCF_027563145.1_ASM2756314v1_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_027563145.1/GCF_027563145.1_ASM2756314v1_protein.faa
GCF_000913815.1,1918008,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_000913815.1/GCF_000913815.1_ViralProj227120_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_000913815.1/GCF_000913815.1_ViralProj227120_protein.faa
GCF_010121145.1,2844260,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_010121145.1/GCF_010121145.1_ASM1012114v1_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_010121145.1/GCF_010121145.1_ASM1012114v1_protein.faa
GCF_001019835.1,3433152,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_001019835.1/GCF_001019835.1_ViralProj285357_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_001019835.1/GCF_001019835.1_ViralProj285357_protein.faa
GCF_000213055.1,355249,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_000213055.1/GCF_000213055.1_ASM21305v1_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_000213055.1/GCF_000213055.1_ASM21305v1_protein.faa
GCF_000013725.1,29291,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_000013725.1/GCF_000013725.1_ASM1372v1_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_000013725.1/GCF_000013725.1_ASM1372v1_protein.faa
GCF_001504295.1,1982228,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_001504295.1/GCF_001504295.1_ViralProj307926_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_001504295.1/GCF_001504295.1_ViralProj307926_protein.faa
GCF_000917675.1,1993886,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_000917675.1/GCF_000917675.1_ViralProj240744_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_000917675.1/GCF_000917675.1_ViralProj240744_protein.faa
GCF_020885975.1,1751056,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_020885975.1/GCF_020885975.1_ASM2088597v1_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_020885975.1/GCF_020885975.1_ASM2088597v1_protein.faa
GCF_002957145.1,2734002,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_002957145.1/GCF_002957145.1_ASM295714v1_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_002957145.1/GCF_002957145.1_ASM295714v1_protein.faa
GCF_041320595.1,3239306,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_041320595.1/GCF_041320595.1_PLEO_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_041320595.1/GCF_041320595.1_PLEO_protein.faa
GCF_003864115.1,2492396,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_003864115.1/GCF_003864115.1_ASM386411v1_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_003864115.1/GCF_003864115.1_ASM386411v1_protein.faa
GCF_041897535.1,136992,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_041897535.1/GCF_041897535.1_ASM4189753v1_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_041897535.1/GCF_041897535.1_ASM4189753v1_protein.faa
GCF_000856985.1,222557,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_000856985.1/GCF_000856985.1_ViralMultiSegProj15129_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_000856985.1/GCF_000856985.1_ViralMultiSegProj15129_protein.faa
GCF_013395055.1,2748080,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_013395055.1/GCF_013395055.1_ASM1339505v1_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_013395055.1/GCF_013395055.1_ASM1339505v1_protein.faa
GCF_052161755.1,3417040,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_052161755.1/GCF_052161755.1_ASM5216175v1_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_052161755.1/GCF_052161755.1_ASM5216175v1_protein.faa
GCF_050230955.1,1305,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_050230955.1/GCF_050230955.1_ASM5023095v1_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_050230955.1/GCF_050230955.1_ASM5023095v1_protein.faa
GCF_002937245.1,3428484,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_002937245.1/GCF_002937245.1_ASM293724v1_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_002937245.1/GCF_002937245.1_ASM293724v1_protein.faa
GCF_018563035.1,2845558,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_018563035.1/GCF_018563035.1_ASM1856303v1_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_018563035.1/GCF_018563035.1_ASM1856303v1_protein.faa
GCF_001854245.1,897,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_001854245.1/GCF_001854245.1_ASM185424v1_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_001854245.1/GCF_001854245.1_ASM185424v1_protein.faa
GCF_002849735.1,1911175,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_002849735.1/GCF_002849735.1_ASM284973v1_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_002849735.1/GCF_002849735.1_ASM284973v1_protein.faa
GCF_001429995.1,1705092,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_001429995.1/GCF_001429995.1_ViralProj300248_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_001429995.1/GCF_001429995.1_ViralProj300248_protein.faa
GCF_003028995.1,3430905,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_003028995.1/GCF_003028995.1_ASM302899v1_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_003028995.1/GCF_003028995.1_ASM302899v1_protein.faa
GCF_003260975.1,1795355,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_003260975.1/GCF_003260975.1_ASM326097v1_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_003260975.1/GCF_003260975.1_ASM326097v1_protein.faa
GCF_001971625.1,1149952,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_001971625.1/GCF_001971625.1_ASM197162v1_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_001971625.1/GCF_001971625.1_ASM197162v1_protein.faa
GCF_018583725.1,2802554,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_018583725.1/GCF_018583725.1_ASM1858372v1_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_018583725.1/GCF_018583725.1_ASM1858372v1_protein.faa
GCF_022919335.1,2932253,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_022919335.1/GCF_022919335.1_ASM2291933v1_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_022919335.1/GCF_022919335.1_ASM2291933v1_protein.faa
GCF_013084985.1,2956376,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_013084985.1/GCF_013084985.1_ASM1308498v1_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_013084985.1/GCF_013084985.1_ASM1308498v1_protein.faa
GCF_018972145.1,89184,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_018972145.1/GCF_018972145.1_ASM1897214v1_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_018972145.1/GCF_018972145.1_ASM1897214v1_protein.faa
GCF_008939625.1,2955539,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_008939625.1/GCF_008939625.1_ASM893962v1_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_008939625.1/GCF_008939625.1_ASM893962v1_protein.faa
GCF_036188265.1,2975689,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_036188265.1/GCF_036188265.1_ASM3618826v1_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_036188265.1/GCF_036188265.1_ASM3618826v1_protein.faa
GCF_000912815.1,1408895,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_000912815.1/GCF_000912815.1_ViralMultiSegProj225921_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_000912815.1/GCF_000912815.1_ViralMultiSegProj225921_protein.faa
GCF_003368905.1,2845739,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_003368905.1/GCF_003368905.1_ASM336890v1_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_003368905.1/GCF_003368905.1_ASM336890v1_protein.faa
GCF_002953935.1,2079227,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_002953935.1/GCF_002953935.1_ASM295393v1_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_002953935.1/GCF_002953935.1_ASM295393v1_protein.faa
GCF_001717525.2,712710,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_001717525.2/GCF_001717525.2_ASM171752v2_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_001717525.2/GCF_001717525.2_ASM171752v2_protein.faa
GCF_041222845.1,1163710,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_041222845.1/GCF_041222845.1_ASM4122284v1_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_041222845.1/GCF_041222845.1_ASM4122284v1_protein.faa
GCF_002619645.1,2734062,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_002619645.1/GCF_002619645.1_ASM261964v1_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_002619645.1/GCF_002619645.1_ASM261964v1_protein.faa
GCF_001042255.1,1225789,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_001042255.1/GCF_001042255.1_ViralProj287996_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_001042255.1/GCF_001042255.1_ViralProj287996_protein.faa
GCF_013423925.1,2752475,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_013423925.1/GCF_013423925.1_ASM1342392v1_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_013423925.1/GCF_013423925.1_ASM1342392v1_protein.faa
GCF_048079215.1,3399121,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_048079215.1/GCF_048079215.1_NFX71_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_048079215.1/GCF_048079215.1_NFX71_protein.faa
GCF_037963575.1,2954717,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_037963575.1/GCF_037963575.1_PS02018_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_037963575.1/GCF_037963575.1_PS02018_protein.faa
GCF_023101165.1,2851649,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_023101165.1/GCF_023101165.1_ASM2310116v1_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_023101165.1/GCF_023101165.1_ASM2310116v1_protein.faa
GCF_036250085.1,2975913,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_036250085.1/GCF_036250085.1_ASM3625008v1_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_036250085.1/GCF_036250085.1_ASM3625008v1_protein.faa
GCF_000024385.1,2020,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_000024385.1/GCF_000024385.1_ASM2438v1_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_000024385.1/GCF_000024385.1_ASM2438v1_protein.faa
GCF_023156695.1,2956246,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_023156695.1/GCF_023156695.1_ASM2315669v1_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_023156695.1/GCF_023156695.1_ASM2315669v1_protein.faa
GCF_044336355.1,3367743,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_044336355.1/GCF_044336355.1_ASM4433635v1_genomic.fna,/ptmp/jfellowsy/projects/taxprofiler-createtaxdb-paper/benchmarking/ncbi_genomes/ncbi_dataset/data/GCF_044336355.1/GCF_044336355.1_ASM4433635v1_protein.faa
