task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
5	59/620848	26205178	NFCORE_CREATETAXDB:CREATETAXDB:SYLPH_SKETCHGENOMES (benchmark_20000)	COMPLETED	0	2026-04-10 06:24:52.066	4m 17s	1m 46s	270.1%	2.4 GB	2.7 GB	47.1 GB	1.8 GB
3	d0/6029d7	26205150	NFCORE_CREATETAXDB:CREATETAXDB:PREPROCESSING:FIND_CONCATENATE_AA (benchmark_20000)	COMPLETED	0	2026-04-10 06:24:25.733	10m 43s	8m 22s	16.1%	14.9 MB	44.7 MB	16.7 GB	16.6 GB
1	2c/dd51bb	26205106	NFCORE_CREATETAXDB:CREATETAXDB:PREPROCESSING:SEQKIT_BATCHRENAME (benchmark_20000)	COMPLETED	0	2026-04-10 06:24:03.176	11m 5s	10m 21s	110.9%	83 MB	1.3 GB	8.4 GB	7 GB
2	20/f564f4	26205109	NFCORE_CREATETAXDB:CREATETAXDB:PREPROCESSING:SEQKIT_BATCHRENAME (benchmark_20000)	COMPLETED	0	2026-04-10 06:24:10.320	11m 58s	10m 8s	112.2%	82.6 MB	1.3 GB	8.3 GB	6.9 GB
4	60/9a67fd	26205156	NFCORE_CREATETAXDB:CREATETAXDB:PREPROCESSING:FIND_CONCATENATE_DNA (benchmark_20000)	COMPLETED	0	2026-04-10 06:24:38.044	12m 31s	10m 20s	14.9%	17.7 MB	40.7 MB	47.2 GB	47.1 GB
10	57/f864e2	26205334	NFCORE_CREATETAXDB:CREATETAXDB:PREPROCESSING:FIND_CONCATENATE_AA_KAIJU (benchmark_20000)	COMPLETED	0	2026-04-10 06:36:21.243	11m 47s	9m 55s	12.6%	16.1 MB	44.7 MB	13.9 GB	13.9 GB
9	54/772948	26205288	NFCORE_CREATETAXDB:CREATETAXDB:DIAMOND_MAKEDB (benchmark_20000)	COMPLETED	0	2026-04-10 06:35:08.998	15m	14m 21s	225.0%	5.1 GB	7.8 GB	66.3 GB	39.6 GB
8	bc/c1751a	26205196	NFCORE_CREATETAXDB:CREATETAXDB:GANON_BUILDCUSTOM (benchmark_20000)	COMPLETED	0	2026-04-10 06:25:32.837	25m 36s	20m 41s	397.7%	42.6 GB	47.5 GB	148.5 GB	85.7 GB
6	ad/125a60	26205185	NFCORE_CREATETAXDB:CREATETAXDB:METACACHE_BUILD (benchmark_20000)	COMPLETED	0	2026-04-10 06:25:04.989	39m 4s	32m 44s	152.0%	70.3 GB	70.8 GB	47.6 GB	50.6 GB
14	b4/dee395	26205743	NFCORE_CREATETAXDB:CREATETAXDB:KAIJU_MKFMI (benchmark_20000)	COMPLETED	0	2026-04-10 06:48:08.956	33m	29m 41s	449.0%	45.9 GB	57.5 GB	30.5 GB	35.5 GB
11	53/3340b7	26205336	NFCORE_CREATETAXDB:CREATETAXDB:FASTA_BUILD_ADD_KRAKEN2_BRACKEN:KRAKEN2_ADD (benchmark_20000)	COMPLETED	0	2026-04-10 06:37:08.907	46m	45m 14s	102.5%	96.3 MB	125.8 MB	194.4 GB	147.3 GB
12	96/0cfd28	26205335	NFCORE_CREATETAXDB:CREATETAXDB:KMCP_CREATE:KMCP_COMPUTE (benchmark_20000)	COMPLETED	0	2026-04-10 06:37:08.795	1h 20m	1h 19m 21s	164.9%	605.9 MB	1.5 GB	47.1 GB	281.9 GB
16	72/77e7b5	26207850	NFCORE_CREATETAXDB:CREATETAXDB:KMCP_CREATE:KMCP_INDEX (benchmark_20000)	COMPLETED	0	2026-04-10 07:57:11.457	8m 58s	4m 59s	1721.3%	8.3 GB	9.1 GB	281.9 GB	18.6 GB
15	05/3696a6	26206852	NFCORE_CREATETAXDB:CREATETAXDB:FASTA_BUILD_ADD_KRAKEN2_BRACKEN:KRAKEN2_BUILD (benchmark_20000)	COMPLETED	0	2026-04-10 07:23:09.131	3h 38m	3h 36m 51s	6890.5%	83.5 GB	90.5 GB	195.2 GB	152 GB
17	94/6d9ce2	26212561	NFCORE_CREATETAXDB:CREATETAXDB:FASTA_BUILD_ADD_KRAKEN2_BRACKEN:BRACKEN_BUILD (benchmark_20000)	COMPLETED	0	2026-04-10 11:01:09.929	13m	12m 26s	2179.6%	73.5 GB	77.2 GB	110.8 GB	18.5 GB
7	97/a1e735	26205192	NFCORE_CREATETAXDB:CREATETAXDB:KRAKENUNIQ_BUILD (benchmark_20000)	COMPLETED	0	2026-04-10 06:25:17.883	8h 24m 6s	8h 18m 27s	536.1%	426.9 GB	431.8 GB	1.2 TB	1.4 TB
13	24/4c035b	26205337	NFCORE_CREATETAXDB:CREATETAXDB:CENTRIFUGE_BUILD (benchmark_20000)	COMPLETED	0	2026-04-10 06:37:09.013	9h 37m 15s	3h 15m 59s	801.9%	472.7 GB	631.6 GB	472.7 GB	393.5 GB
18	2c/51b0cb	26221907	NFCORE_CREATETAXDB:CREATETAXDB:MULTIQC	COMPLETED	0	2026-04-10 16:14:25.473	1m 59s	11.4s	37.2%	168 MB	951.4 MB	71.1 MB	17.1 MB
