task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
4	4a/81a3b0	26780848	NFCORE_CREATETAXDB:CREATETAXDB:SYLPH_SKETCHGENOMES (benchmark_30000)	COMPLETED	0	2026-04-30 15:47:15.363	7m 53s	2m 57s	241.8%	3.5 GB	3.7 GB	70.4 GB	2.7 GB
2	b3/4a76aa	26780833	NFCORE_CREATETAXDB:CREATETAXDB:PREPROCESSING:SEQKIT_BATCHRENAME (benchmark_30000)	COMPLETED	0	2026-04-30 15:44:28.100	12m 40s	11m 35s	101.8%	83.4 MB	1.3 GB	8.5 GB	7 GB
1	4a/141b9d	26780831	NFCORE_CREATETAXDB:CREATETAXDB:PREPROCESSING:SEQKIT_BATCHRENAME (benchmark_30000)	COMPLETED	0	2026-04-30 15:44:17.006	12m 51s	11m 48s	101.0%	82.6 MB	1.3 GB	9.4 GB	7.7 GB
3	21/aaa40c	26780834	NFCORE_CREATETAXDB:CREATETAXDB:PREPROCESSING:SEQKIT_BATCHRENAME (benchmark_30000)	COMPLETED	0	2026-04-30 15:44:32.759	15m 35s	10m 25s	105.7%	83.2 MB	1.3 GB	7.2 GB	5.9 GB
9	25/c75261	26780835	NFCORE_CREATETAXDB:CREATETAXDB:PREPROCESSING:FIND_CONCATENATE_AA (benchmark_30000)	COMPLETED	0	2026-04-30 15:45:14.851	21m 53s	15m 40s	12.7%	15.3 MB	44.7 MB	25 GB	24.9 GB
6	a0/ec1085	26780838	NFCORE_CREATETAXDB:CREATETAXDB:PREPROCESSING:FIND_CONCATENATE_DNA (benchmark_30000)	COMPLETED	0	2026-04-30 15:45:58.811	25m 9s	23m 37s	10.6%	17.8 MB	40.7 MB	70.5 GB	70.4 GB
11	20/03d8ef	26781147	NFCORE_CREATETAXDB:CREATETAXDB:PREPROCESSING:FIND_CONCATENATE_AA_KAIJU (benchmark_30000)	COMPLETED	0	2026-04-30 16:00:39.652	17m 28s	15m 19s	12.6%	12.3 MB	44.7 MB	20.8 GB	20.7 GB
12	ec/4b4e73	26781229	NFCORE_CREATETAXDB:CREATETAXDB:DIAMOND_MAKEDB (benchmark_30000)	COMPLETED	0	2026-04-30 16:07:09.635	20m 58s	16m 53s	249.7%	5.4 GB	7.7 GB	75.2 GB	48.8 GB
10	b9/f63442	26780873	NFCORE_CREATETAXDB:CREATETAXDB:GANON_BUILDCUSTOM (benchmark_30000)	COMPLETED	0	2026-04-30 15:48:55.577	48m 12s	45m 41s	297.1%	60.4 GB	65.5 GB	221.5 GB	126 GB
7	43/08aab2	26780853	NFCORE_CREATETAXDB:CREATETAXDB:KMCP_CREATE:KMCP_COMPUTE (benchmark_30000)	COMPLETED	0	2026-04-30 15:47:49.406	58m 18s	53m 56s	381.8%	2.3 GB	3.2 GB	70.4 GB	418.9 GB
5	99/1c2db8	26780847	NFCORE_CREATETAXDB:CREATETAXDB:METACACHE_BUILD (benchmark_30000)	COMPLETED	0	2026-04-30 15:46:35.279	1h 7m 33s	51m 45s	148.8%	94.5 GB	94.8 GB	83.4 GB	71.5 GB
16	36/9a500e	26781810	NFCORE_CREATETAXDB:CREATETAXDB:KMCP_CREATE:KMCP_INDEX (benchmark_30000)	COMPLETED	0	2026-04-30 16:46:08.287	9m	7m 24s	1897.9%	8.4 GB	9.2 GB	418.9 GB	26.1 GB
15	57/416e0e	26781374	NFCORE_CREATETAXDB:CREATETAXDB:KAIJU_MKFMI (benchmark_30000)	COMPLETED	0	2026-04-30 16:18:08.011	45m	42m 41s	481.6%	68.1 GB	84.4 GB	45.5 GB	53.1 GB
13	e7/f84476	26781280	NFCORE_CREATETAXDB:CREATETAXDB:FASTA_BUILD_ADD_KRAKEN2_BRACKEN:KRAKEN2_ADD (benchmark_30000)	COMPLETED	0	2026-04-30 16:11:07.838	1h 8m	1h 7m 2s	103.2%	82.5 MB	119.8 MB	287.4 GB	217.2 GB
17	ee/d80a7f	26782271	NFCORE_CREATETAXDB:CREATETAXDB:FASTA_BUILD_ADD_KRAKEN2_BRACKEN:KRAKEN2_BUILD (benchmark_30000)	COMPLETED	0	2026-04-30 17:19:09.342	5h 16m	5h 12m 59s	6951.1%	106 GB	114.7 GB	288.4 GB	221.1 GB
18	e0/087740	26787797	NFCORE_CREATETAXDB:CREATETAXDB:FASTA_BUILD_ADD_KRAKEN2_BRACKEN:BRACKEN_BUILD (benchmark_30000)	COMPLETED	0	2026-04-30 22:35:13.020	17m 56s	14m 51s	2793.9%	96.9 GB	100.3 GB	156.7 GB	29.6 GB
14	d4/68394c	26781281	NFCORE_CREATETAXDB:CREATETAXDB:CENTRIFUGE_BUILD (benchmark_30000)	COMPLETED	0	2026-04-30 16:11:08.000	16h 10m 3s	4h 37m 25s	1595.7%	581.7 GB	774 GB	702.8 GB	587.7 GB
8	66/5f64f6	26780870	NFCORE_CREATETAXDB:CREATETAXDB:KRAKENUNIQ_BUILD (benchmark_30000)	COMPLETED	0	2026-04-30 15:48:24.733	16h 57m 46s	16h 53m 23s	624.3%	594.7 GB	602.5 GB	2.2 TB	2.5 TB
19	e1/8950b4	26794165	NFCORE_CREATETAXDB:CREATETAXDB:MULTIQC (createtaxdb)	COMPLETED	0	2026-05-01 08:46:20.344	3m 50s	6.6s	64.2%	225.1 MB	1.4 GB	60.3 MB	4.4 MB
