task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	ab/322f62	27178026	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_PREPROCESSING:LONGREAD_ADAPTERREMOVAL:PORECHOP_ABI (24_A46)	CACHED	0	2026-05-13 14:49:14.622	4h 26m 53s	1h 58m 2s	447.7%	41.6 GB	43.1 GB	46.8 GB	35.5 GB
7	d1/a7f1b0	27178024	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_PREPROCESSING:LONGREAD_ADAPTERREMOVAL:PORECHOP_ABI (43_A47)	CACHED	0	2026-05-13 14:49:12.349	5h 27m 56s	3h 45m 36s	419.8%	72.4 GB	74 GB	81.5 GB	61.7 GB
9	9d/893465	27174181	NFCORE_TAXPROFILER:TAXPROFILER:FASTQC (43_A47)	CACHED	0	2026-05-13 11:01:21.768	28m 54s	26m 24s	100.0%	6.4 GB	40.2 GB	19.6 GB	2.3 MB
8	53/38b46c	27178025	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_PREPROCESSING:LONGREAD_ADAPTERREMOVAL:PORECHOP_ABI (52_A48)	CACHED	0	2026-05-13 14:49:14.515	5h 50m 54s	4h 2m 57s	456.1%	90.1 GB	91.6 GB	101.7 GB	77 GB
6	ec/7db009	27174186	NFCORE_TAXPROFILER:TAXPROFILER:FASTQC (40_A49)	CACHED	0	2026-05-13 11:01:26.254	35m 50s	18m 15s	100.1%	4.6 GB	40.2 GB	14.8 GB	2 MB
3	79/78f84c	27174179	NFCORE_TAXPROFILER:TAXPROFILER:FASTQC (35_A50)	CACHED	0	2026-05-13 11:01:21.462	22m 54s	19m 42s	100.1%	5.3 GB	40.2 GB	15.7 GB	2.3 MB
4	1a/5b6088	27178022	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_PREPROCESSING:LONGREAD_ADAPTERREMOVAL:PORECHOP_ABI (35_A50)	CACHED	0	2026-05-13 14:49:12.087	4h 56s	2h 37m 28s	458.7%	58.3 GB	59.8 GB	65.3 GB	49.5 GB
2	bd/30256e	27174182	NFCORE_TAXPROFILER:TAXPROFILER:FASTQC (24_A46)	CACHED	0	2026-05-13 11:01:23.923	16m 52s	14m 10s	100.0%	5.5 GB	40.2 GB	11.3 GB	2 MB
10	7c/1625a1	27174180	NFCORE_TAXPROFILER:TAXPROFILER:FASTQC (52_A48)	CACHED	0	2026-05-13 11:01:21.598	33m 55s	31m 4s	100.1%	6.5 GB	40.2 GB	24.5 GB	2.3 MB
5	c0/386000	27178023	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_PREPROCESSING:LONGREAD_ADAPTERREMOVAL:PORECHOP_ABI (40_A49)	CACHED	0	2026-05-13 14:49:12.235	4h 10m 56s	2h 30m 5s	463.8%	56.1 GB	57.6 GB	61.5 GB	46.6 GB
13	3e/638a45	27181283	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_PREPROCESSING:LONGREAD_FILTERING:NANOQ (43_A47)	CACHED	0	2026-05-13 20:17:09.664	1h 57m	1h 42m 13s	99.9%	53.1 MB	63.7 MB	19.5 GB	19.4 GB
15	fa/55de43	27180550	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_PREPROCESSING:LONGREAD_FILTERING:NANOQ (35_A50)	CACHED	0	2026-05-13 18:50:08.891	1h 32m	1h 22m	99.9%	44.8 MB	60.7 MB	15.6 GB	15.4 GB
12	ad/bb9ffe	27181455	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_PREPROCESSING:LONGREAD_FILTERING:NANOQ (52_A48)	CACHED	0	2026-05-13 20:40:08.706	2h 44m 1s	2h 7m 45s	100.0%	62.7 MB	108.7 MB	24.3 GB	24.2 GB
11	7b/ee79f7	27180668	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_PREPROCESSING:LONGREAD_FILTERING:NANOQ (24_A46)	CACHED	0	2026-05-13 19:16:08.247	2h 1s	58m 47s	99.9%	28.9 MB	60 MB	11.2 GB	11.1 GB
14	b2/5dfb28	27180610	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_PREPROCESSING:LONGREAD_FILTERING:NANOQ (40_A49)	CACHED	0	2026-05-13 19:00:09.769	1h 31m 59s	1h 16m 9s	100.0%	46.9 MB	60.2 MB	14.7 GB	14.4 GB
24	cf/839051	27181382	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_PREPROCESSING:FASTQC_PROCESSED (40_A49)	CACHED	0	2026-05-13 20:32:08.665	19m 1s	17m 36s	99.8%	4.5 GB	40.2 GB	14.4 GB	1.9 MB
16	e5/ecae07	27182910	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_PREPROCESSING:FASTQC_PROCESSED (43_A47)	CACHED	0	2026-05-14 08:15:44.779	31m 54s	26m 53s	100.0%	7.4 GB	40.2 GB	19.4 GB	2.3 MB
22	7e/096469	27182909	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_PREPROCESSING:FASTQC_PROCESSED (24_A46)	CACHED	0	2026-05-14 08:15:44.390	15m 54s	14m 12s	99.7%	3.6 GB	40.2 GB	11.1 GB	2 MB
25	44/23f2ea	27181383	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_HOSTREMOVAL:MINIMAP2_ALIGN (40_A49)	CACHED	0	2026-05-13 20:32:08.772	18m	9m 34s	738.5%	18.7 GB	20.6 GB	62.6 GB	54.8 GB
17	49/443046	27182913	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_HOSTREMOVAL:MINIMAP2_ALIGN (43_A47)	CACHED	0	2026-05-14 08:15:45.779	30m 53s	11m 49s	801.6%	19 GB	21 GB	83.3 GB	75.2 GB
19	b4/405ce3	27181322	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_HOSTREMOVAL:MINIMAP2_ALIGN (35_A50)	CACHED	0	2026-05-13 20:22:10.484	28m 59s	10m 56s	713.7%	18.8 GB	20.8 GB	70.9 GB	63 GB
20	92/cd7ee2	27182911	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_PREPROCESSING:FASTQC_PROCESSED (52_A48)	CACHED	0	2026-05-14 08:15:45.108	40m 54s	31m 48s	99.9%	5.2 GB	40.2 GB	24.2 GB	2.2 MB
18	c2/be8f13	27181321	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_PREPROCESSING:FASTQC_PROCESSED (35_A50)	CACHED	0	2026-05-13 20:22:10.377	20m 58s	19m 26s	99.9%	5.8 GB	40.2 GB	15.5 GB	2.2 MB
23	af/5dd4cd	27182914	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_HOSTREMOVAL:MINIMAP2_ALIGN (24_A46)	CACHED	0	2026-05-14 08:15:45.980	37m 53s	6m 59s	801.4%	18.7 GB	20.6 GB	52.2 GB	44.5 GB
21	51/44b045	27182912	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_HOSTREMOVAL:MINIMAP2_ALIGN (52_A48)	CACHED	0	2026-05-14 08:15:45.584	31m 54s	14m 52s	793.7%	18.8 GB	20.9 GB	103.5 GB	95.1 GB
31	90/2a9e21	27184422	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_HOSTREMOVAL:SAMTOOLS_STATS (24_A46)	CACHED	0	2026-05-14 12:55:28.886	8m 53s	4m 48s	134.7%	544.5 MB	686.2 MB	10.6 GB	27.3 MB
30	26/ff75a0	27184425	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_HOSTREMOVAL:SAMTOOLS_STATS (52_A48)	CACHED	0	2026-05-14 12:55:31.382	15m 50s	9m 59s	136.9%	3.3 GB	3.4 GB	23 GB	151 MB
29	11/5d07a9	27181489	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_HOSTREMOVAL:SAMTOOLS_STATS (40_A49)	CACHED	0	2026-05-13 20:50:09.615	6m	5m 53s	136.9%	657.6 MB	800.8 MB	13.8 GB	49 MB
35	be/cbbc6f	27184424	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_HOSTREMOVAL:SAMTOOLS_STATS (43_A47)	CACHED	0	2026-05-14 12:55:31.273	12m 50s	8m 28s	134.6%	9.1 GB	9.3 GB	18.5 GB	346.2 MB
33	09/8f2aef	27182915	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_HOSTREMOVAL:SAMTOOLS_STATS (35_A50)	CACHED	0	2026-05-14 08:15:46.179	8m 52s	6m 37s	134.8%	1.7 GB	1.8 GB	14.7 GB	86.7 MB
27	94/0213bf	27184423	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_HOSTREMOVAL:SAMTOOLS_VIEW (52_A48)	CACHED	0	2026-05-14 12:55:29.145	26m 53s	22m 7s	99.1%	19 MB	225.7 MB	23 GB	22.8 GB
32	67/d621b7	27181502	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_HOSTREMOVAL:SAMTOOLS_VIEW (35_A50)	CACHED	0	2026-05-13 20:51:10.027	15m 59s	14m 28s	94.4%	17.4 MB	224.8 MB	14.7 GB	14.6 GB
34	47/fbe9ae	27184427	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_HOSTREMOVAL:SAMTOOLS_VIEW (43_A47)	CACHED	0	2026-05-14 12:55:31.582	22m 50s	17m 26s	98.5%	17.8 MB	226.4 MB	18.5 GB	18.3 GB
28	60/0a6313	27184426	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_HOSTREMOVAL:SAMTOOLS_VIEW (24_A46)	CACHED	0	2026-05-14 12:55:31.479	15m 50s	9m 54s	98.3%	17.7 MB	224.4 MB	10.6 GB	10.5 GB
26	83/7bf35e	27181488	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_HOSTREMOVAL:SAMTOOLS_VIEW (40_A49)	CACHED	0	2026-05-13 20:50:09.522	13m 59s	13m 33s	94.4%	16.2 MB	224.7 MB	13.8 GB	13.6 GB
37	7d/4630a5	27181534	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_HOSTREMOVAL:SAMTOOLS_FASTQ (40_A49)	CACHED	0	2026-05-13 21:04:10.484	8m 59s	8m 38s	113.4%	17.6 MB	245 MB	13.6 GB	14.6 GB
39	d4/674f89	27184611	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_HOSTREMOVAL:SAMTOOLS_FASTQ (43_A47)	CACHED	0	2026-05-14 13:18:22.016	12m	11m 9s	118.0%	16.7 MB	245.1 MB	18.3 GB	19.7 GB
40	53/aa8069	27181541	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_HOSTREMOVAL:SAMTOOLS_FASTQ (35_A50)	CACHED	0	2026-05-13 21:07:09.367	10m	9m 20s	112.5%	17.2 MB	244.9 MB	14.6 GB	15.7 GB
38	51/0e3251	27184537	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_HOSTREMOVAL:SAMTOOLS_FASTQ (24_A46)	CACHED	0	2026-05-14 13:11:22.814	6m 59s	6m 17s	120.0%	18.6 MB	245.1 MB	10.5 GB	11.3 GB
36	72/5f7698	27184689	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_HOSTREMOVAL:SAMTOOLS_FASTQ (52_A48)	CACHED	0	2026-05-14 13:22:22.035	14m	13m 53s	118.9%	18.6 MB	245 MB	22.8 GB	24.5 GB
53	1a/2a894c	27182919	NFCORE_TAXPROFILER:TAXPROFILER:PROFILING:KAIJU_KAIJU (benchmark_1000-kaiju|35_A50)	CACHED	0	2026-05-14 08:15:46.767	2h 32m 53s	25m 21s	3019.3%	1.2 GB	3.4 GB	16.8 GB	82.8 MB
41	fb/cab53b	27182920	NFCORE_TAXPROFILER:TAXPROFILER:PROFILING:KAIJU_KAIJU (benchmark_1000-kaiju|40_A49)	CACHED	0	2026-05-14 08:15:46.877	2h 55m 53s	24m 30s	3034.2%	1.2 GB	3.1 GB	15.7 GB	86.9 MB
44	45/9ce1d8	27184613	NFCORE_TAXPROFILER:TAXPROFILER:PROFILING:KAIJU_KAIJU (benchmark_1000-kaiju|24_A46)	CACHED	0	2026-05-14 13:18:22.218	2h 10m 1s	22m 54s	3018.0%	1.2 GB	3.2 GB	12.4 GB	57.2 MB
62	d0/882b42	27184832	NFCORE_TAXPROFILER:TAXPROFILER:PROFILING:KAIJU_KAIJU (benchmark_1000-kaiju|43_A47)	CACHED	0	2026-05-14 13:30:22.343	3h 51m 1s	36m 26s	3018.8%	1.2 GB	3.2 GB	20.8 GB	103.9 MB
56	46/843871	27182923	NFCORE_TAXPROFILER:TAXPROFILER:PROFILING:METACACHE_QUERY (benchmark_1000-metacache|35_A50)	CACHED	0	2026-05-14 08:15:47.241	2h 39m 53s	4m 22s	1238.2%	6.2 GB	15.1 GB	19.2 GB	103.3 MB
48	b5/5f5f73	27184618	NFCORE_TAXPROFILER:TAXPROFILER:PROFILING:METACACHE_QUERY (benchmark_1000-metacache|24_A46)	CACHED	0	2026-05-14 13:18:22.735	3h 20m 1s	3m 14s	1202.0%	6.2 GB	15.1 GB	14.7 GB	71.8 MB
