taxonomy_id	name	rank	lineage	InfA-30_k2_pluspf.kraken2.kraken2.report	InfB-22_k2_pluspf.kraken2.kraken2.report	PI2-20_k2_pluspf.kraken2.kraken2.report	InfA-33_k2_pluspf.kraken2.kraken2.report	RSA-24_k2_pluspf.kraken2.kraken2.report	RSV-25_k2_pluspf.kraken2.kraken2.report
2293838	Thermaerobacter sp. PB12/4term	species	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Eubacteriales incertae sedis;Clostridiales Family XVII. Incertae Sedis;Thermaerobacter;unclassified Thermaerobacter;Thermaerobacter sp. PB12/4term	0	1	0	0	0	2
68298	Syntrophomonadaceae	family	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Syntrophomonadaceae	0	1	0	0	0	2
1491775	Proteinivoracaceae	family	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Proteinivoracaceae	0	0	0	0	0	0
1491776	Proteinivorax	genus	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Proteinivoracaceae;Proteinivorax	0	0	0	0	0	0
1260629	Proteinivorax tanatarense	species	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Proteinivoracaceae;Proteinivorax;Proteinivorax tanatarense	0	1	0	1	0	0
3082771	Acutalibacteraceae	family	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Acutalibacteraceae	0	0	0	0	0	0
1738645	Caproiciproducens	genus	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Acutalibacteraceae;Caproiciproducens	0	0	0	0	0	0
2643836	unclassified Caproiciproducens	no rank	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Acutalibacteraceae;Caproiciproducens;unclassified Caproiciproducens	0	0	0	0	0	0
3030017	Caproiciproducens sp. CPB-2	species	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Acutalibacteraceae;Caproiciproducens;unclassified Caproiciproducens;Caproiciproducens sp. CPB-2	0	1	0	0	0	0
1649459	Hungatella	genus	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Hungatella	0	13	0	0	4	0
2613923	unclassified Hungatella	no rank	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Hungatella;unclassified Hungatella	0	0	0	0	0	0
2937758	Hungatella sp. SB206	species	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Hungatella;unclassified Hungatella;Hungatella sp. SB206	0	1	0	0	0	0
2719313	Enterocloster	genus	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Enterocloster	0	1	0	0	0	0
208479	Enterocloster bolteae	species	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Enterocloster;Enterocloster bolteae	0	2	0	0	0	7
841	Roseburia	genus	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia	0	0	0	0	0	0
301301	Roseburia hominis	species	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;Roseburia hominis	0	1	0	0	0	0
3569723	Allocoprococcus	genus	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Allocoprococcus	0	0	0	0	0	0
410072	Allocoprococcus comes	species	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Allocoprococcus;Allocoprococcus comes	0	1	0	0	0	0
2719231	Lacrimispora	genus	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Lacrimispora	0	0	0	0	0	0
2719232	unclassified Lacrimispora	no rank	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Lacrimispora;unclassified Lacrimispora	0	0	0	0	0	0
3375704	Lacrimispora sp. HJ-01	species	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Lacrimispora;unclassified Lacrimispora;Lacrimispora sp. HJ-01	0	1	0	0	0	0
2005355	Faecalimonas	genus	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Faecalimonas	0	0	0	0	0	0
1912855	Faecalimonas umbilicata	species	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Faecalimonas;Faecalimonas umbilicata	0	1	0	0	0	0
1843210	Anaerocolumna	genus	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Anaerocolumna	0	0	0	0	0	0
2696063	Anaerocolumna sedimenticola	species	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Anaerocolumna;Anaerocolumna sedimenticola	0	1	0	0	0	0
1769710	Sellimonas	genus	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Sellimonas	0	0	0	0	0	0
1653434	Sellimonas intestinalis	species	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Sellimonas;Sellimonas intestinalis	0	1	0	0	0	0
2603322	Vallitaleaceae	family	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Vallitaleaceae	0	0	0	0	0	0
2603323	Petrocella	genus	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Vallitaleaceae;Petrocella	0	0	0	0	0	0
2173034	Petrocella atlantisensis	species	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Vallitaleaceae;Petrocella;Petrocella atlantisensis	0	2	0	0	0	0
186804	Peptostreptococcaceae	family	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Peptostreptococcaceae	0	0	0	0	0	0
1870884	Clostridioides	genus	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Clostridioides	0	0	0	0	0	0
1496	Clostridioides difficile	species	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Clostridioides;Clostridioides difficile	0	2	0	0	5	33
1505652	Terrisporobacter	genus	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Terrisporobacter	0	0	0	0	2	0
1541	Terrisporobacter mayombei	species	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Terrisporobacter;Terrisporobacter mayombei	0	1	0	0	0	0
1849822	Paraclostridium	genus	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Paraclostridium	0	1	0	0	0	0
543314	Anaerovoracaceae	family	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Anaerovoracaceae	0	0	0	0	0	11
1926667	Ihubacter	genus	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Anaerovoracaceae;Ihubacter	0	0	0	0	0	0
2633299	unclassified Ihubacter	no rank	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Anaerovoracaceae;Ihubacter;unclassified Ihubacter	0	0	0	0	0	0
3242369	Ihubacter sp. rT4E-8	species	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Anaerovoracaceae;Ihubacter;unclassified Ihubacter;Ihubacter sp. rT4E-8	0	1	0	0	0	0
3118657	Thermotaleaceae	family	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Thermotaleaceae	0	0	0	0	0	0
390805	Geosporobacter	genus	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Thermotaleaceae;Geosporobacter	0	0	0	0	0	0
1424294	Geosporobacter ferrireducens	species	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Thermotaleaceae;Geosporobacter;Geosporobacter ferrireducens	0	1	0	0	0	0
2770089	Thermosediminibacterales	order	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Thermosediminibacterales	0	0	0	0	0	0
2770092	Tepidanaerobacteraceae	family	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Thermosediminibacterales;Tepidanaerobacteraceae	0	0	0	0	0	0
499228	Tepidanaerobacter	genus	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Thermosediminibacterales;Tepidanaerobacteraceae;Tepidanaerobacter	0	0	0	0	0	0
499229	Tepidanaerobacter acetatoxydans	species	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Thermosediminibacterales;Tepidanaerobacteraceae;Tepidanaerobacter;Tepidanaerobacter acetatoxydans	0	0	0	0	0	0
1209989	Tepidanaerobacter acetatoxydans Re1	strain	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Thermosediminibacterales;Tepidanaerobacteraceae;Tepidanaerobacter;Tepidanaerobacter acetatoxydans;Tepidanaerobacter acetatoxydans Re1	0	11	0	0	0	0
2770093	Thermosediminibacteraceae	family	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Thermosediminibacterales;Thermosediminibacteraceae	0	0	0	0	0	0
291988	Thermosediminibacter	genus	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Thermosediminibacterales;Thermosediminibacteraceae;Thermosediminibacter	0	0	0	0	0	0
291990	Thermosediminibacter oceani	species	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Thermosediminibacterales;Thermosediminibacteraceae;Thermosediminibacter;Thermosediminibacter oceani	0	0	0	0	0	0
555079	Thermosediminibacter oceani DSM 16646	strain	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Thermosediminibacterales;Thermosediminibacteraceae;Thermosediminibacter;Thermosediminibacter oceani;Thermosediminibacter oceani DSM 16646	0	1	0	0	0	6
68295	Thermoanaerobacterales	order	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Thermoanaerobacterales	0	0	0	0	0	0
186814	Thermoanaerobacteraceae	family	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae	0	0	0	0	0	0
28895	Thermoanaerobacterium	genus	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacterium	0	0	0	0	0	0
2622527	unclassified Thermoanaerobacterium	no rank	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacterium;unclassified Thermoanaerobacterium	0	0	0	0	0	0
1550240	Thermoanaerobacterium sp. RBIITD	species	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacterium;unclassified Thermoanaerobacterium;Thermoanaerobacterium sp. RBIITD	0	2	1	0	0	0
249529	Caldanaerobacter	genus	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Caldanaerobacter	0	0	0	0	0	0
911092	Caldanaerobacter subterraneus	species	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Caldanaerobacter;Caldanaerobacter subterraneus	0	0	0	0	0	0
119072	Caldanaerobacter subterraneus subsp. tengcongensis	subspecies	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Caldanaerobacter;Caldanaerobacter subterraneus;Caldanaerobacter subterraneus subsp. tengcongensis	0	0	0	0	0	0
273068	Caldanaerobacter subterraneus subsp. tengcongensis MB4	strain	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Caldanaerobacter;Caldanaerobacter subterraneus;Caldanaerobacter subterraneus subsp. tengcongensis;Caldanaerobacter subterraneus subsp. tengcongensis MB4	0	2	1	0	0	0
1754	Thermoanaerobacter	genus	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacter	0	1	0	0	0	0
129957	Carboxydothermus	genus	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Carboxydothermus	0	0	0	0	0	0
129958	Carboxydothermus hydrogenoformans	species	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Carboxydothermus;Carboxydothermus hydrogenoformans	0	0	0	0	0	0
246194	Carboxydothermus hydrogenoformans Z-2901	strain	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Carboxydothermus;Carboxydothermus hydrogenoformans;Carboxydothermus hydrogenoformans Z-2901	0	1	0	0	0	0
3120394	Acetivibrionales	order	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Acetivibrionales	0	0	0	0	0	0
3120654	Acetivibrionaceae	family	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Acetivibrionales;Acetivibrionaceae	0	0	0	0	0	0
35829	Acetivibrio	genus	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Acetivibrionales;Acetivibrionaceae;Acetivibrio	0	0	0	0	0	0
1515	Acetivibrio thermocellus	species	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Acetivibrionales;Acetivibrionaceae;Acetivibrio;Acetivibrio thermocellus	0	3	0	0	3	1
3039167	Neomoorellales	order	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Neomoorellales	0	0	0	0	0	0
2748673	Zhaonellaceae	family	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Neomoorellales;Zhaonellaceae	0	0	0	0	0	0
2748674	Zhaonella	genus	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Neomoorellales;Zhaonellaceae;Zhaonella	0	0	0	0	0	0
2528593	Zhaonella formicivorans	species	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Neomoorellales;Zhaonellaceae;Zhaonella;Zhaonella formicivorans	0	1	0	0	0	2
3039170	Desulfitibacteraceae	family	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Neomoorellales;Desulfitibacteraceae	0	0	0	0	0	0
3234175	Metallumcola	genus	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Neomoorellales;Desulfitibacteraceae;Metallumcola	0	0	0	0	0	0
3039180	Metallumcola ferriviriculae	species	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Neomoorellales;Desulfitibacteraceae;Metallumcola;Metallumcola ferriviriculae	0	1	0	0	0	0
1843489	Veillonellales	order	cellular organisms;Bacteria;Bacillati;Bacillota;Negativicutes;Veillonellales	0	0	0	0	0	0
31977	Veillonellaceae	family	cellular organisms;Bacteria;Bacillati;Bacillota;Negativicutes;Veillonellales;Veillonellaceae	0	0	0	0	1	1
29465	Veillonella	genus	cellular organisms;Bacteria;Bacillati;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Veillonella	0	0	67	0	0	0
39778	Veillonella dispar	species	cellular organisms;Bacteria;Bacillati;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Veillonella;Veillonella dispar	0	7	0	0	0	0
970	Selenomonas	genus	cellular organisms;Bacteria;Bacillati;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas	0	0	0	0	0	0
69823	Selenomonas sputigena	species	cellular organisms;Bacteria;Bacillati;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;Selenomonas sputigena	0	1	0	0	0	0
2637378	unclassified Selenomonas	no rank	cellular organisms;Bacteria;Bacillati;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;unclassified Selenomonas	0	0	0	0	0	0
1884263	Selenomonas sp. oral taxon 920	species	cellular organisms;Bacteria;Bacillati;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;unclassified Selenomonas;Selenomonas sp. oral taxon 920	0	1	0	0	0	0
52225	Mitsuokella	genus	cellular organisms;Bacteria;Bacillati;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Mitsuokella	0	0	0	0	0	0
52226	Mitsuokella multacida	species	cellular organisms;Bacteria;Bacillati;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Mitsuokella;Mitsuokella multacida	0	1	0	0	1	0
1843490	Sporomusaceae	family	cellular organisms;Bacteria;Bacillati;Bacillota;Negativicutes;Selenomonadales;Sporomusaceae	0	0	0	0	1	0
2375	Sporomusa	genus	cellular organisms;Bacteria;Bacillati;Bacillota;Negativicutes;Selenomonadales;Sporomusaceae;Sporomusa	0	0	0	0	0	0
2377	Sporomusa termitida	species	cellular organisms;Bacteria;Bacillati;Bacillota;Negativicutes;Selenomonadales;Sporomusaceae;Sporomusa;Sporomusa termitida	0	1	1	0	0	25
1843488	Acidaminococcales	order	cellular organisms;Bacteria;Bacillati;Bacillota;Negativicutes;Acidaminococcales	0	0	0	0	0	0
909930	Acidaminococcaceae	family	cellular organisms;Bacteria;Bacillati;Bacillota;Negativicutes;Acidaminococcales;Acidaminococcaceae	0	0	0	0	0	0
904	Acidaminococcus	genus	cellular organisms;Bacteria;Bacillati;Bacillota;Negativicutes;Acidaminococcales;Acidaminococcaceae;Acidaminococcus	0	0	0	1	0	0
1871002	Acidaminococcus timonensis	species	cellular organisms;Bacteria;Bacillati;Bacillota;Negativicutes;Acidaminococcales;Acidaminococcaceae;Acidaminococcus;Acidaminococcus timonensis	0	1	0	0	0	1
174708	Allobaculum	genus	cellular organisms;Bacteria;Bacillati;Bacillota;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Allobaculum	0	0	0	0	0	0
2834459	Allobaculum mucilyticum	species	cellular organisms;Bacteria;Bacillati;Bacillota;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Allobaculum;Allobaculum mucilyticum	0	2	0	1	0	0
1647	Erysipelothrix	genus	cellular organisms;Bacteria;Bacillati;Bacillota;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelothrix	0	0	0	0	0	0
2929157	Erysipelothrix amsterdamensis	species	cellular organisms;Bacteria;Bacillati;Bacillota;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelothrix;Erysipelothrix amsterdamensis	0	1	0	0	0	2
1729679	Faecalibaculum	genus	cellular organisms;Bacteria;Bacillati;Bacillota;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalibaculum	0	0	0	0	0	0
1702221	Faecalibaculum rodentium	species	cellular organisms;Bacteria;Bacillati;Bacillota;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalibaculum;Faecalibaculum rodentium	0	1	0	0	0	4
2810280	Coprobacillaceae	family	cellular organisms;Bacteria;Bacillati;Bacillota;Erysipelotrichia;Erysipelotrichales;Coprobacillaceae	0	0	0	0	0	0
3025755	Thomasclavelia	genus	cellular organisms;Bacteria;Bacillati;Bacillota;Erysipelotrichia;Erysipelotrichales;Coprobacillaceae;Thomasclavelia	0	1	0	0	0	0
1570339	Peptoniphilaceae	family	cellular organisms;Bacteria;Bacillati;Bacillota;Tissierellia;Tissierellales;Peptoniphilaceae	0	0	0	0	0	1
1161127	Murdochiella	genus	cellular organisms;Bacteria;Bacillati;Bacillota;Tissierellia;Tissierellales;Peptoniphilaceae;Murdochiella	0	0	0	0	0	0
1852373	Murdochiella vaginalis	species	cellular organisms;Bacteria;Bacillati;Bacillota;Tissierellia;Tissierellales;Peptoniphilaceae;Murdochiella;Murdochiella vaginalis	0	1	0	0	0	4
2981628	Aedoeadaptatus	genus	cellular organisms;Bacteria;Bacillati;Bacillota;Tissierellia;Tissierellales;Peptoniphilaceae;Aedoeadaptatus	0	0	0	0	0	0
54006	Aedoeadaptatus ivorii	species	cellular organisms;Bacteria;Bacillati;Bacillota;Tissierellia;Tissierellales;Peptoniphilaceae;Aedoeadaptatus;Aedoeadaptatus ivorii	0	1	0	0	0	34
2848916	Thermohalobacteraceae	family	cellular organisms;Bacteria;Bacillati;Bacillota;Tissierellia;Tissierellales;Thermohalobacteraceae	0	0	0	0	0	0
171003	Caloranaerobacter	genus	cellular organisms;Bacteria;Bacillati;Bacillota;Tissierellia;Tissierellales;Thermohalobacteraceae;Caloranaerobacter	0	0	0	0	0	0
116090	Caloranaerobacter azorensis	species	cellular organisms;Bacteria;Bacillati;Bacillota;Tissierellia;Tissierellales;Thermohalobacteraceae;Caloranaerobacter;Caloranaerobacter azorensis	0	1	0	0	0	0
2992717	Acidilutibacteraceae	family	cellular organisms;Bacteria;Bacillati;Bacillota;Tissierellia;Tissierellales;Acidilutibacteraceae	0	0	0	0	0	0
2992720	Acidilutibacter	genus	cellular organisms;Bacteria;Bacillati;Bacillota;Tissierellia;Tissierellales;Acidilutibacteraceae;Acidilutibacter	0	0	0	0	0	0
2507161	Acidilutibacter cellobiosedens	species	cellular organisms;Bacteria;Bacillati;Bacillota;Tissierellia;Tissierellales;Acidilutibacteraceae;Acidilutibacter;Acidilutibacter cellobiosedens	0	1	0	0	0	1
1737407	Tissierellia incertae sedis	no rank	cellular organisms;Bacteria;Bacillati;Bacillota;Tissierellia;Tissierellia incertae sedis	0	0	0	0	0	0
1582879	Ezakiella	genus	cellular organisms;Bacteria;Bacillati;Bacillota;Tissierellia;Tissierellia incertae sedis;Ezakiella	0	0	0	0	0	0
46507	Ezakiella coagulans	species	cellular organisms;Bacteria;Bacillati;Bacillota;Tissierellia;Tissierellia incertae sedis;Ezakiella;Ezakiella coagulans	0	1	0	0	0	1
2840488	Bacillota incertae sedis	no rank	cellular organisms;Bacteria;Bacillati;Bacillota;Bacillota incertae sedis	0	0	0	0	0	0
3071001	Caldicellulosiruptorales	order	cellular organisms;Bacteria;Bacillati;Bacillota;Bacillota incertae sedis;Caldicellulosiruptorales	0	0	0	0	0	0
3071002	Caldicellulosiruptoraceae	family	cellular organisms;Bacteria;Bacillati;Bacillota;Bacillota incertae sedis;Caldicellulosiruptorales;Caldicellulosiruptoraceae	0	0	0	0	0	0
44000	Caldicellulosiruptor	genus	cellular organisms;Bacteria;Bacillati;Bacillota;Bacillota incertae sedis;Caldicellulosiruptorales;Caldicellulosiruptoraceae;Caldicellulosiruptor	0	0	0	0	0	0
301953	Caldicellulosiruptor acetigenus	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacillota incertae sedis;Caldicellulosiruptorales;Caldicellulosiruptoraceae;Caldicellulosiruptor;Caldicellulosiruptor acetigenus	0	1	0	0	0	0
37637	Corynebacterium pseudodiphtheriticum	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium pseudodiphtheriticum	0	4021	0	0	24552	107990
2804917	Corynebacterium pseudokroppenstedtii	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium pseudokroppenstedtii	0	15	0	0	1	0
43768	Corynebacterium matruchotii	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium matruchotii	0	14	0	0	2	16
3383589	Corynebacterium axilliensis	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium axilliensis	0	10	0	0	2	1
1717	Corynebacterium diphtheriae	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium diphtheriae	0	6	0	0	8	42
2624378	unclassified Corynebacterium	no rank	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;unclassified Corynebacterium	0	3	0	0	21	11
3391423	Corynebacterium sp. LaCa116	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;unclassified Corynebacterium;Corynebacterium sp. LaCa116	0	3	0	0	10	0
38284	Corynebacterium accolens	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium accolens	0	5	0	0	4	7
43770	Corynebacterium striatum	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium striatum	0	4	0	1	10	17
1231000	Corynebacterium lactis	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium lactis	0	0	0	0	0	0
1408189	Corynebacterium lactis RW2-5	strain	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium lactis;Corynebacterium lactis RW2-5	0	4	0	0	0	0
441501	Corynebacterium massiliense	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium massiliense	0	0	0	0	0	0
1121364	Corynebacterium massiliense DSM 45435	strain	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium massiliense;Corynebacterium massiliense DSM 45435	0	4	0	0	242	14
2675218	Corynebacterium comes	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium comes	0	3	0	0	0	58
2506452	Corynebacterium suranareeae	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium suranareeae	0	3	0	0	0	5
2913497	Corynebacterium lehmanniae	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium lehmanniae	0	2	0	0	2199	20
2913503	Corynebacterium marquesiae	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium marquesiae	0	2	0	0	841	15
2763010	Corynebacterium lujinxingii	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium lujinxingii	0	2	0	0	1542	16
2719119	Corynebacterium rouxii	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium rouxii	0	2	0	0	5	28
43990	Corynebacterium segmentosum	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium segmentosum	0	2	0	0	0	0
1718	Corynebacterium glutamicum	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium glutamicum	0	1	1	0	4	47
