taxonomy_id	name	rank	lineage	InfA-30_k2_pluspf.kraken2.kraken2.report	InfB-22_k2_pluspf.kraken2.kraken2.report	PI2-20_k2_pluspf.kraken2.kraken2.report	InfA-33_k2_pluspf.kraken2.kraken2.report	RSA-24_k2_pluspf.kraken2.kraken2.report	RSV-25_k2_pluspf.kraken2.kraken2.report
634159	Sphingobacterium siyangense subsp. cladoniae	subspecies	cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;Sphingobacterium siyangense;Sphingobacterium siyangense subsp. cladoniae	0	1	0	0	0	0
2723092	Mucilaginibacter empetricola	species	cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;Mucilaginibacter empetricola	0	2	0	0	0	0
376469	Olivibacter	genus	cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Olivibacter	0	0	0	0	0	0
2632301	unclassified Olivibacter	no rank	cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Olivibacter;unclassified Olivibacter	0	1	0	0	0	0
171558	Bacteroidota incertae sedis	no rank	cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidota incertae sedis	0	0	0	0	0	0
2923288	Candidatus Sulfidibacteriales	order	cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidota incertae sedis;Candidatus Sulfidibacteriales	0	0	0	0	0	0
2923290	Candidatus Sulfidibacterium	genus	cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidota incertae sedis;Candidatus Sulfidibacteriales;Candidatus Sulfidibacterium	0	0	0	0	0	0
2875962	Candidatus Sulfidibacterium hydrothermale	species	cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidota incertae sedis;Candidatus Sulfidibacteriales;Candidatus Sulfidibacterium;Candidatus Sulfidibacterium hydrothermale	0	1	0	0	0	0
1090	Chlorobiota	phylum	cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Chlorobiota	0	0	0	0	0	0
191410	Chlorobiia	class	cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Chlorobiota;Chlorobiia	0	0	0	0	0	0
191411	Chlorobiales	order	cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Chlorobiota;Chlorobiia;Chlorobiales	0	0	0	0	0	6
191412	Chlorobiaceae	family	cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Chlorobiota;Chlorobiia;Chlorobiales;Chlorobiaceae	0	0	0	0	0	0
1101	Prosthecochloris	genus	cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Chlorobiota;Chlorobiia;Chlorobiales;Chlorobiaceae;Prosthecochloris	0	0	0	0	0	0
2632826	unclassified Prosthecochloris	no rank	cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Chlorobiota;Chlorobiia;Chlorobiales;Chlorobiaceae;Prosthecochloris;unclassified Prosthecochloris	0	0	0	0	0	1
1974213	Prosthecochloris sp. HL-130-GSB	species	cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Chlorobiota;Chlorobiia;Chlorobiales;Chlorobiaceae;Prosthecochloris;unclassified Prosthecochloris;Prosthecochloris sp. HL-130-GSB	0	59	0	0	0	0
1853220	Rhodothermota	phylum	cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Rhodothermota	0	0	0	0	0	0
1853222	Rhodothermia	class	cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Rhodothermota;Rhodothermia	0	0	0	0	0	0
1853224	Rhodothermales	order	cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Rhodothermota;Rhodothermia;Rhodothermales	0	0	0	0	0	0
563843	Rhodothermaceae	family	cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Rhodothermota;Rhodothermia;Rhodothermales;Rhodothermaceae	0	0	0	0	0	0
2893090	Rhodocaloribacter	genus	cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Rhodothermota;Rhodothermia;Rhodothermales;Rhodothermaceae;Rhodocaloribacter	0	0	0	0	0	0
2558931	Rhodocaloribacter litoris	species	cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Rhodothermota;Rhodothermia;Rhodothermales;Rhodothermaceae;Rhodocaloribacter;Rhodocaloribacter litoris	0	1	0	0	0	0
1853225	Salinibacteraceae	family	cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Rhodothermota;Rhodothermia;Rhodothermales;Salinibacteraceae	0	0	0	0	0	0
146918	Salinibacter	genus	cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Rhodothermota;Rhodothermia;Rhodothermales;Salinibacteraceae;Salinibacter	0	0	0	0	0	0
146919	Salinibacter ruber	species	cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Rhodothermota;Rhodothermia;Rhodothermales;Salinibacteraceae;Salinibacter;Salinibacter ruber	0	1	0	0	0	2
1853227	Rubricoccaceae	family	cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Rhodothermota;Rhodothermia;Rhodothermales;Rubricoccaceae	0	0	0	0	0	0
1434037	Rubrivirga	genus	cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Rhodothermota;Rhodothermia;Rhodothermales;Rubricoccaceae;Rubrivirga	0	0	0	0	0	1
2640460	unclassified Rubrivirga	no rank	cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Rhodothermota;Rhodothermia;Rhodothermales;Rubricoccaceae;Rubrivirga;unclassified Rubrivirga	0	0	0	0	0	0
1885344	Rubrivirga sp.	species	cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Rhodothermota;Rhodothermia;Rhodothermales;Rubricoccaceae;Rubrivirga;unclassified Rubrivirga;Rubrivirga sp.	0	1	1	0	0	0
65842	Fibrobacterota	phylum	cellular organisms;Bacteria;Pseudomonadati;FCB group;Fibrobacterota	0	0	0	0	0	0
204430	Fibrobacteria	class	cellular organisms;Bacteria;Pseudomonadati;FCB group;Fibrobacterota;Fibrobacteria	0	0	0	0	0	0
218872	Fibrobacterales	order	cellular organisms;Bacteria;Pseudomonadati;FCB group;Fibrobacterota;Fibrobacteria;Fibrobacterales	0	0	0	0	0	0
204431	Fibrobacteraceae	family	cellular organisms;Bacteria;Pseudomonadati;FCB group;Fibrobacterota;Fibrobacteria;Fibrobacterales;Fibrobacteraceae	0	0	0	0	0	0
832	Fibrobacter	genus	cellular organisms;Bacteria;Pseudomonadati;FCB group;Fibrobacterota;Fibrobacteria;Fibrobacterales;Fibrobacteraceae;Fibrobacter	0	0	0	0	0	0
833	Fibrobacter succinogenes	species	cellular organisms;Bacteria;Pseudomonadati;FCB group;Fibrobacterota;Fibrobacteria;Fibrobacterales;Fibrobacteraceae;Fibrobacter;Fibrobacter succinogenes	0	0	0	0	0	0
834	Fibrobacter succinogenes subsp. succinogenes	subspecies	cellular organisms;Bacteria;Pseudomonadati;FCB group;Fibrobacterota;Fibrobacteria;Fibrobacterales;Fibrobacteraceae;Fibrobacter;Fibrobacter succinogenes;Fibrobacter succinogenes subsp. succinogenes	0	0	0	0	0	0
59374	Fibrobacter succinogenes subsp. succinogenes S85	strain	cellular organisms;Bacteria;Pseudomonadati;FCB group;Fibrobacterota;Fibrobacteria;Fibrobacterales;Fibrobacteraceae;Fibrobacter;Fibrobacter succinogenes;Fibrobacter succinogenes subsp. succinogenes;Fibrobacter succinogenes subsp. succinogenes S85	0	16	1	6	0	490
173480	Gemmatimonas aurantiaca	species	cellular organisms;Bacteria;Pseudomonadati;FCB group;Gemmatimonadota;Gemmatimonadia;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;Gemmatimonas aurantiaca	0	0	0	0	0	0
379066	Gemmatimonas aurantiaca T-27	strain	cellular organisms;Bacteria;Pseudomonadati;FCB group;Gemmatimonadota;Gemmatimonadia;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;Gemmatimonas aurantiaca;Gemmatimonas aurantiaca T-27	0	1	0	0	0	0
1706036	Gemmatirosa	genus	cellular organisms;Bacteria;Pseudomonadati;FCB group;Gemmatimonadota;Gemmatimonadia;Gemmatimonadales;Gemmatimonadaceae;Gemmatirosa	0	0	0	0	0	0
861299	Gemmatirosa kalamazoonensis	species	cellular organisms;Bacteria;Pseudomonadati;FCB group;Gemmatimonadota;Gemmatimonadia;Gemmatimonadales;Gemmatimonadaceae;Gemmatirosa;Gemmatirosa kalamazoonensis	0	1	0	0	0	0
456828	Candidatus Cloacimonadota	phylum	cellular organisms;Bacteria;Pseudomonadati;FCB group;Candidatus Cloacimonadota	0	0	0	0	0	0
3039863	Candidatus Cloacimonadia	class	cellular organisms;Bacteria;Pseudomonadati;FCB group;Candidatus Cloacimonadota;Candidatus Cloacimonadia	0	0	0	0	0	0
3039864	Candidatus Cloacimonadales	order	cellular organisms;Bacteria;Pseudomonadati;FCB group;Candidatus Cloacimonadota;Candidatus Cloacimonadia;Candidatus Cloacimonadales	0	0	0	0	0	0
3039865	Candidatus Cloacimonadaceae	family	cellular organisms;Bacteria;Pseudomonadati;FCB group;Candidatus Cloacimonadota;Candidatus Cloacimonadia;Candidatus Cloacimonadales;Candidatus Cloacimonadaceae	0	0	0	0	0	0
456826	Candidatus Cloacimonas	genus	cellular organisms;Bacteria;Pseudomonadati;FCB group;Candidatus Cloacimonadota;Candidatus Cloacimonadia;Candidatus Cloacimonadales;Candidatus Cloacimonadaceae;Candidatus Cloacimonas	0	0	0	0	0	0
456827	Candidatus Cloacimonas acidaminovorans	species	cellular organisms;Bacteria;Pseudomonadati;FCB group;Candidatus Cloacimonadota;Candidatus Cloacimonadia;Candidatus Cloacimonadales;Candidatus Cloacimonadaceae;Candidatus Cloacimonas;Candidatus Cloacimonas acidaminovorans	0	0	0	0	0	0
459349	Candidatus Cloacimonas acidaminovorans str. Evry	strain	cellular organisms;Bacteria;Pseudomonadati;FCB group;Candidatus Cloacimonadota;Candidatus Cloacimonadia;Candidatus Cloacimonadales;Candidatus Cloacimonadaceae;Candidatus Cloacimonas;Candidatus Cloacimonas acidaminovorans;Candidatus Cloacimonas acidaminovorans str. Evry	0	1	0	0	2	50
34	Myxococcus xanthus	species	cellular organisms;Bacteria;Pseudomonadati;Myxococcota;Myxococcia;Myxococcales;Cystobacterineae;Myxococcaceae;Myxococcus;Myxococcus xanthus	0	1	0	0	0	1
2813577	Myxococcus landrumensis	species	cellular organisms;Bacteria;Pseudomonadati;Myxococcota;Myxococcia;Myxococcales;Cystobacterineae;Myxococcaceae;Myxococcus;Myxococcus landrumensis	0	1	1	0	0	1
3115646	Myxococcus faecalis	species	cellular organisms;Bacteria;Pseudomonadati;Myxococcota;Myxococcia;Myxococcales;Cystobacterineae;Myxococcaceae;Myxococcus;Myxococcus faecalis	0	1	1	0	0	1
83461	Corallococcus	genus	cellular organisms;Bacteria;Pseudomonadati;Myxococcota;Myxococcia;Myxococcales;Cystobacterineae;Myxococcaceae;Corallococcus	0	1	1	0	0	0
2685029	unclassified Corallococcus	no rank	cellular organisms;Bacteria;Pseudomonadati;Myxococcota;Myxococcia;Myxococcales;Cystobacterineae;Myxococcaceae;Corallococcus;unclassified Corallococcus	0	0	0	0	0	0
3569262	Corallococcus sp. M7	species	cellular organisms;Bacteria;Pseudomonadati;Myxococcota;Myxococcia;Myxococcales;Cystobacterineae;Myxococcaceae;Corallococcus;unclassified Corallococcus;Corallococcus sp. M7	0	1	0	1	0	0
1524213	Vulgatibacteraceae	family	cellular organisms;Bacteria;Pseudomonadati;Myxococcota;Myxococcia;Myxococcales;Cystobacterineae;Vulgatibacteraceae	0	0	0	0	0	0
1524214	Vulgatibacter	genus	cellular organisms;Bacteria;Pseudomonadati;Myxococcota;Myxococcia;Myxococcales;Cystobacterineae;Vulgatibacteraceae;Vulgatibacter	0	0	0	0	0	0
1391653	Vulgatibacter incomptus	species	cellular organisms;Bacteria;Pseudomonadati;Myxococcota;Myxococcia;Myxococcales;Cystobacterineae;Vulgatibacteraceae;Vulgatibacter;Vulgatibacter incomptus	0	11	1	4	0	5
44	Melittangium	genus	cellular organisms;Bacteria;Pseudomonadati;Myxococcota;Myxococcia;Myxococcales;Cystobacterineae;Archangiaceae;Melittangium	0	0	0	0	0	0
83453	Melittangium boletus	species	cellular organisms;Bacteria;Pseudomonadati;Myxococcota;Myxococcia;Myxococcales;Cystobacterineae;Archangiaceae;Melittangium;Melittangium boletus	0	0	0	0	0	0
1294270	Melittangium boletus DSM 14713	strain	cellular organisms;Bacteria;Pseudomonadati;Myxococcota;Myxococcia;Myxococcales;Cystobacterineae;Archangiaceae;Melittangium;Melittangium boletus;Melittangium boletus DSM 14713	0	1	0	0	0	0
47	Archangium	genus	cellular organisms;Bacteria;Pseudomonadati;Myxococcota;Myxococcia;Myxococcales;Cystobacterineae;Archangiaceae;Archangium	0	0	0	0	0	0
48	Archangium gephyra	species	cellular organisms;Bacteria;Pseudomonadati;Myxococcota;Myxococcia;Myxococcales;Cystobacterineae;Archangiaceae;Archangium;Archangium gephyra	0	1	0	1	1	0
2905690	Pendulispora brunnea	species	cellular organisms;Bacteria;Pseudomonadati;Myxococcota;Myxococcia;Myxococcales;Sorangiineae;Pendulisporaceae;Pendulispora;Pendulispora brunnea	0	1	0	0	0	0
3133308	Sorangium sp. So ce385	species	cellular organisms;Bacteria;Pseudomonadati;Myxococcota;Polyangia;Polyangiales;Polyangiaceae;Sorangium;unclassified Sorangium;Sorangium sp. So ce385	0	4	0	0	0	0
3133306	Sorangium sp. So ce375	species	cellular organisms;Bacteria;Pseudomonadati;Myxococcota;Polyangia;Polyangiales;Polyangiaceae;Sorangium;unclassified Sorangium;Sorangium sp. So ce375	0	2	0	0	0	0
3449740	Sorangium sp. KYC3313	species	cellular organisms;Bacteria;Pseudomonadati;Myxococcota;Polyangia;Polyangiales;Polyangiaceae;Sorangium;unclassified Sorangium;Sorangium sp. KYC3313	0	1	0	0	0	0
3133279	Sorangium sp. So ce119	species	cellular organisms;Bacteria;Pseudomonadati;Myxococcota;Polyangia;Polyangiales;Polyangiaceae;Sorangium;unclassified Sorangium;Sorangium sp. So ce119	0	1	0	0	0	0
56	Sorangium cellulosum	species	cellular organisms;Bacteria;Pseudomonadati;Myxococcota;Polyangia;Polyangiales;Polyangiaceae;Sorangium;Sorangium cellulosum	0	2	0	1	0	2
55	Polyangium	genus	cellular organisms;Bacteria;Pseudomonadati;Myxococcota;Polyangia;Polyangiales;Polyangiaceae;Polyangium	0	0	0	0	0	0
2567896	Polyangium aurulentum	species	cellular organisms;Bacteria;Pseudomonadati;Myxococcota;Polyangia;Polyangiales;Polyangiaceae;Polyangium;Polyangium aurulentum	0	1	0	0	1	1
1055686	Sandaracinaceae	family	cellular organisms;Bacteria;Pseudomonadati;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae	0	0	0	0	0	0
1055688	Sandaracinus	genus	cellular organisms;Bacteria;Pseudomonadati;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;Sandaracinus	0	0	0	0	0	0
927083	Sandaracinus amylolyticus	species	cellular organisms;Bacteria;Pseudomonadati;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;Sandaracinus;Sandaracinus amylolyticus	0	2	0	1	0	0
3031714	Haliangiales	order	cellular organisms;Bacteria;Pseudomonadati;Myxococcota;Polyangia;Haliangiales	0	0	0	0	0	0
224464	Kofleriaceae	family	cellular organisms;Bacteria;Pseudomonadati;Myxococcota;Polyangia;Haliangiales;Kofleriaceae	0	0	0	0	0	0
162027	Haliangium	genus	cellular organisms;Bacteria;Pseudomonadati;Myxococcota;Polyangia;Haliangiales;Kofleriaceae;Haliangium	0	0	0	0	0	0
80816	Haliangium ochraceum	species	cellular organisms;Bacteria;Pseudomonadati;Myxococcota;Polyangia;Haliangiales;Kofleriaceae;Haliangium;Haliangium ochraceum	0	0	0	0	0	0
502025	Haliangium ochraceum DSM 14365	strain	cellular organisms;Bacteria;Pseudomonadati;Myxococcota;Polyangia;Haliangiales;Kofleriaceae;Haliangium;Haliangium ochraceum;Haliangium ochraceum DSM 14365	0	1	0	0	0	1
2038470	Candidatus Chlamydia corallus	species	cellular organisms;Bacteria;Pseudomonadati;PVC group;Chlamydiota;Chlamydiia;Chlamydiales;Chlamydiaceae;Chlamydia/Chlamydophila group;Chlamydia;Candidatus Chlamydia corallus	0	1	0	0	0	0
1963360	Parachlamydiales	order	cellular organisms;Bacteria;Pseudomonadati;PVC group;Chlamydiota;Chlamydiia;Parachlamydiales	0	0	0	0	1	3
689704	Candidatus Rhabdochlamydiaceae	family	cellular organisms;Bacteria;Pseudomonadati;PVC group;Chlamydiota;Chlamydiia;Parachlamydiales;Candidatus Rhabdochlamydiaceae	0	0	0	0	0	0
689705	unclassified Rhabdochlamydiaceae	no rank	cellular organisms;Bacteria;Pseudomonadati;PVC group;Chlamydiota;Chlamydiia;Parachlamydiales;Candidatus Rhabdochlamydiaceae;unclassified Rhabdochlamydiaceae	0	0	0	0	0	0
3342349	Rhabdochlamydiaceae symbiont of Dictyostelium giganteum	species	cellular organisms;Bacteria;Pseudomonadati;PVC group;Chlamydiota;Chlamydiia;Parachlamydiales;Candidatus Rhabdochlamydiaceae;unclassified Rhabdochlamydiaceae;Rhabdochlamydiaceae symbiont of Dictyostelium giganteum	0	1	0	0	0	1
2795426	Novipirellula	genus	cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Novipirellula	0	0	0	0	0	0
2795429	unclassified Novipirellula	no rank	cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Novipirellula;unclassified Novipirellula	0	0	0	0	0	0
3454466	Novipirellula sp. SH528	species	cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Novipirellula;unclassified Novipirellula;Novipirellula sp. SH528	0	2	1	0	0	5
2795973	Stieleria	genus	cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Stieleria	0	0	0	0	0	0
2527963	Stieleria magnilauensis	species	cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Stieleria;Stieleria magnilauensis	0	2	0	0	0	1
1579506	Roseimaritima	genus	cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Roseimaritima	0	0	0	0	0	0
980254	Roseimaritima ulvae	species	cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Roseimaritima;Roseimaritima ulvae	0	1	0	0	0	0
2005380	Mariniblastus	genus	cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Mariniblastus	0	0	0	0	0	0
980251	Mariniblastus fucicola	species	cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Mariniblastus;Mariniblastus fucicola	0	1	0	0	6	26
2795779	Rosistilla	genus	cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Rosistilla	0	1	0	0	0	30
2795782	Botrimarina	genus	cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Planctomycetia;Pirellulales;Lacipirellulaceae;Botrimarina	0	0	0	0	0	0
2528022	Botrimarina mediterranea	species	cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Planctomycetia;Pirellulales;Lacipirellulaceae;Botrimarina;Botrimarina mediterranea	0	1	0	0	0	0
656899	Schlesneria	genus	cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;Schlesneria	0	0	0	0	0	2
3373610	Schlesneria sphaerica	species	cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;Schlesneria;Schlesneria sphaerica	0	1	0	0	0	0
2795865	Thalassoglobus	genus	cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;Thalassoglobus	0	0	0	0	0	0
2527994	Thalassoglobus polymorphus	species	cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;Thalassoglobus;Thalassoglobus polymorphus	0	1	0	0	0	14
2051044	Tuwongella	genus	cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Planctomycetia;Gemmatales;Gemmataceae;Tuwongella	0	0	0	0	0	0
692036	Tuwongella immobilis	species	cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Planctomycetia;Gemmatales;Gemmataceae;Tuwongella;Tuwongella immobilis	0	2	0	0	0	0
113	Gemmata	genus	cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Planctomycetia;Gemmatales;Gemmataceae;Gemmata	0	0	0	0	0	0
1210884	Gemmata massiliana	species	cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Planctomycetia;Gemmatales;Gemmataceae;Gemmata;Gemmata massiliana	0	1	0	0	0	0
2897345	Candidatus Uabimicrobiia	class	cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Candidatus Uabimicrobiia	0	0	0	0	0	0
2897347	Candidatus Uabimicrobiales	order	cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Candidatus Uabimicrobiia;Candidatus Uabimicrobiales	0	0	0	0	0	0
2897348	Candidatus Uabimicrobiaceae	family	cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Candidatus Uabimicrobiia;Candidatus Uabimicrobiales;Candidatus Uabimicrobiaceae	0	0	0	0	0	0
2897349	Candidatus Uabimicrobium	genus	cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Candidatus Uabimicrobiia;Candidatus Uabimicrobiales;Candidatus Uabimicrobiaceae;Candidatus Uabimicrobium	0	0	0	0	0	17
2596890	Candidatus Uabimicrobium amorphum	species	cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Candidatus Uabimicrobiia;Candidatus Uabimicrobiales;Candidatus Uabimicrobiaceae;Candidatus Uabimicrobium;Candidatus Uabimicrobium amorphum	0	6	1	0	0	2
666505	Phycisphaerae	class	cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Phycisphaerae	0	0	0	0	0	0
1771349	Tepidisphaerales	order	cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Phycisphaerae;Tepidisphaerales	0	0	0	0	0	31
1771355	Tepidisphaeraceae	family	cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Phycisphaerae;Tepidisphaerales;Tepidisphaeraceae	0	0	0	0	0	0
2807511	Humisphaera	genus	cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Phycisphaerae;Tepidisphaerales;Tepidisphaeraceae;Humisphaera	0	0	0	0	0	0
2807512	Humisphaera borealis	species	cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Phycisphaerae;Tepidisphaerales;Tepidisphaeraceae;Humisphaera;Humisphaera borealis	0	4	0	2	0	0
666506	Phycisphaerales	order	cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Phycisphaerae;Phycisphaerales	0	0	0	0	0	0
666507	Phycisphaeraceae	family	cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae	0	0	0	0	1	0
2803301	Poriferisphaera	genus	cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Poriferisphaera	0	0	0	0	0	0
2848651	unclassified Poriferisphaera	no rank	cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Poriferisphaera;unclassified Poriferisphaera	0	0	0	0	0	0
3425129	Poriferisphaera sp. WC338	species	cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Poriferisphaera;unclassified Poriferisphaera;Poriferisphaera sp. WC338	0	1	0	0	0	0
203557	Verrucomicrobiaceae	family	cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Verrucomicrobiaceae	0	0	0	0	0	3
518753	Luteolibacter	genus	cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Verrucomicrobiaceae;Luteolibacter	0	0	0	0	0	1
2728835	Luteolibacter luteus	species	cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Verrucomicrobiaceae;Luteolibacter;Luteolibacter luteus	0	1	0	0	0	0
3056371	Coraliomargaritaceae	family	cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Opitutia;Puniceicoccales;Coraliomargaritaceae	0	0	0	0	0	0
442430	Coraliomargarita	genus	cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Opitutia;Puniceicoccales;Coraliomargaritaceae;Coraliomargarita	0	1	0	0	0	11
1955630	Methylacidiphilae	class	cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Methylacidiphilae	0	0	0	0	0	0
717963	Methylacidiphilales	order	cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Methylacidiphilae;Methylacidiphilales	0	0	0	0	0	0
717964	Methylacidiphilaceae	family	cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Methylacidiphilae;Methylacidiphilales;Methylacidiphilaceae	0	0	0	0	0	0
511745	Methylacidiphilum (ex Ratnadevi et al. 2023)	genus	cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Methylacidiphilae;Methylacidiphilales;Methylacidiphilaceae;Methylacidiphilum (ex Ratnadevi et al. 2023)	0	0	0	0	0	0
511746	Candidatus Methylacidiphilum infernorum	species	cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Methylacidiphilae;Methylacidiphilales;Methylacidiphilaceae;Methylacidiphilum (ex Ratnadevi et al. 2023);Candidatus Methylacidiphilum infernorum	0	0	0	0	0	0
