task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
5	7e/ce4d9c	26183597	NFCORE_CREATETAXDB:CREATETAXDB:SYLPH_SKETCHGENOMES (benchmark_30000)	COMPLETED	0	2026-04-09 14:58:36.042	6m 26s	1m 55s	343.3%	3.6 GB	3.9 GB	70.4 GB	2.7 GB
4	64/47ea50	26183543	NFCORE_CREATETAXDB:CREATETAXDB:PREPROCESSING:SEQKIT_BATCHRENAME (benchmark_30000)	COMPLETED	0	2026-04-09 14:54:54.716	13m 7s	9m 26s	115.8%	84.4 MB	1.3 GB	7.2 GB	5.9 GB
2	63/12171f	26183545	NFCORE_CREATETAXDB:CREATETAXDB:PREPROCESSING:SEQKIT_BATCHRENAME (benchmark_30000)	COMPLETED	0	2026-04-09 14:55:10.015	13m 52s	10m 25s	111.8%	82.8 MB	1.3 GB	8.5 GB	7 GB
1	28/8830ca	26183544	NFCORE_CREATETAXDB:CREATETAXDB:PREPROCESSING:SEQKIT_BATCHRENAME (benchmark_30000)	COMPLETED	0	2026-04-09 14:55:02.405	13m 59s	10m 56s	108.1%	83 MB	1.3 GB	9.4 GB	7.7 GB
3	76/6e0da7	26183546	NFCORE_CREATETAXDB:CREATETAXDB:PREPROCESSING:FIND_CONCATENATE_AA (benchmark_30000)	COMPLETED	0	2026-04-09 14:55:44.913	14m 17s	10m 3s	20.3%	10.9 MB	33.6 MB	25 GB	24.9 GB
7	fe/bde36f	26183593	NFCORE_CREATETAXDB:CREATETAXDB:PREPROCESSING:FIND_CONCATENATE_DNA (benchmark_30000)	COMPLETED	0	2026-04-09 14:57:56.085	18m 6s	13m 53s	16.7%	17.8 MB	40.7 MB	70.5 GB	70.4 GB
10	0d/49a315	26183641	NFCORE_CREATETAXDB:CREATETAXDB:PREPROCESSING:FIND_CONCATENATE_AA_KAIJU (benchmark_30000)	COMPLETED	0	2026-04-09 15:09:28.382	15m 33s	12m 56s	17.6%	14.5 MB	44.7 MB	20.8 GB	20.7 GB
11	0e/f1d5d5	26183643	NFCORE_CREATETAXDB:CREATETAXDB:DIAMOND_MAKEDB (benchmark_30000)	COMPLETED	0	2026-04-09 15:10:02.031	19m	17m 8s	248.3%	5.4 GB	7.7 GB	75.2 GB	48.8 GB
9	da/812375	26183548	NFCORE_CREATETAXDB:CREATETAXDB:GANON_BUILDCUSTOM (benchmark_30000)	COMPLETED	0	2026-04-09 14:56:17.759	46m 44s	41m 50s	342.8%	60.9 GB	66.1 GB	221.5 GB	126 GB
6	93/a825fc	26183549	NFCORE_CREATETAXDB:CREATETAXDB:METACACHE_BUILD (benchmark_30000)	COMPLETED	0	2026-04-09 14:56:48.124	54m 14s	48m 24s	155.7%	94.5 GB	94.9 GB	70.8 GB	71.5 GB
15	db/dfe5b1	26183767	NFCORE_CREATETAXDB:CREATETAXDB:KAIJU_MKFMI (benchmark_30000)	COMPLETED	0	2026-04-09 15:25:02.709	45m 59s	44m 3s	472.9%	68.2 GB	85.2 GB	45.5 GB	53.1 GB
13	83/c38d8f	26183671	NFCORE_CREATETAXDB:CREATETAXDB:FASTA_BUILD_ADD_KRAKEN2_BRACKEN:KRAKEN2_ADD (benchmark_30000)	COMPLETED	0	2026-04-09 15:16:02.318	1h 8m	1h 7m 22s	102.6%	80.6 MB	119.8 MB	287.4 GB	217.2 GB
12	e6/d5a588	26183670	NFCORE_CREATETAXDB:CREATETAXDB:KMCP_CREATE:KMCP_COMPUTE (benchmark_30000)	COMPLETED	0	2026-04-09 15:16:02.184	1h 58m	1h 56m 58s	166.5%	644.1 MB	1.5 GB	70.4 GB	421 GB
17	f4/6f4acf	26186245	NFCORE_CREATETAXDB:CREATETAXDB:KMCP_CREATE:KMCP_INDEX (benchmark_30000)	COMPLETED	0	2026-04-09 17:14:04.510	8m 58s	7m 32s	1719.7%	11.8 GB	12.5 GB	421 GB	27.7 GB
14	18/1110cd	26183669	NFCORE_CREATETAXDB:CREATETAXDB:CENTRIFUGE_BUILD (benchmark_30000)	COMPLETED	0	2026-04-09 15:16:02.056	5h 5m 1s	5h 3m 51s	1482.7%	577.9 GB	773.7 GB	702.8 GB	587.7 GB
16	97/077ffe	26185152	NFCORE_CREATETAXDB:CREATETAXDB:FASTA_BUILD_ADD_KRAKEN2_BRACKEN:KRAKEN2_BUILD (benchmark_30000)	COMPLETED	0	2026-04-09 16:24:04.481	4h 35m 59s	4h 32m 57s	6910.5%	106 GB	114.2 GB	288.4 GB	221.1 GB
18	be/39d23c	26190765	NFCORE_CREATETAXDB:CREATETAXDB:FASTA_BUILD_ADD_KRAKEN2_BRACKEN:BRACKEN_BUILD (benchmark_30000)	COMPLETED	0	2026-04-09 21:00:04.131	16m 59s	15m 52s	2747.6%	96.8 GB	100.1 GB	156.7 GB	29.6 GB
8	98/ba1217	26183550	NFCORE_CREATETAXDB:CREATETAXDB:KRAKENUNIQ_BUILD (benchmark_30000)	COMPLETED	0	2026-04-09 14:57:17.977	13h 38m 46s	13h 24m 57s	539.8%	589 GB	595.2 GB	2.2 TB	2.5 TB
19	60/d7df90	26202099	NFCORE_CREATETAXDB:CREATETAXDB:MULTIQC	COMPLETED	0	2026-04-10 04:36:05.230	58.7s	10.1s	39.2%	167.9 MB	1004.9 MB	71.1 MB	17.1 MB
