task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
2	28/7d5753	27490661	NFCORE_TAXPROFILER:TAXPROFILER:FASTQC (24_A46)	CACHED	0	2026-05-26 11:16:13.203	35m 56s	13m 47s	100.3%	3.8 GB	40.2 GB	11.3 GB	2 MB
8	24/07eea2	27490662	NFCORE_TAXPROFILER:TAXPROFILER:FASTQC (52_A48)	CACHED	0	2026-05-26 11:16:13.322	51m 55s	30m 39s	100.1%	5.6 GB	40.2 GB	24.5 GB	2.3 MB
5	43/a64930	27490655	NFCORE_TAXPROFILER:TAXPROFILER:FASTQC (40_A49)	CACHED	0	2026-05-26 11:16:12.418	35m 57s	18m 5s	100.2%	5.2 GB	40.2 GB	14.8 GB	2 MB
7	08/7c7635	27490658	NFCORE_TAXPROFILER:TAXPROFILER:FASTQC (43_A47)	CACHED	0	2026-05-26 11:16:12.801	43m 56s	25m 22s	100.2%	6.7 GB	40.2 GB	19.6 GB	2.3 MB
3	18/68fb30	27490660	NFCORE_TAXPROFILER:TAXPROFILER:FASTQC (35_A50)	CACHED	0	2026-05-26 11:16:13.078	38m 56s	19m 29s	100.2%	5.8 GB	40.2 GB	15.7 GB	2.3 MB
1	6e/08cd8c	27504110	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_PREPROCESSING:LONGREAD_ADAPTERREMOVAL:PORECHOP_ABI (24_A46)	COMPLETED	0	2026-05-27 07:15:48.735	3h 59m 56s	1h 54m 14s	469.3%	41.5 GB	43.1 GB	46.8 GB	35.5 GB
4	0e/aea29e	27504106	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_PREPROCESSING:LONGREAD_ADAPTERREMOVAL:PORECHOP_ABI (35_A50)	COMPLETED	0	2026-05-27 07:15:48.035	4h 21m 57s	2h 39m 55s	459.1%	58.2 GB	59.7 GB	65.3 GB	49.5 GB
6	50/9ed926	27504108	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_PREPROCESSING:LONGREAD_ADAPTERREMOVAL:PORECHOP_ABI (40_A49)	COMPLETED	0	2026-05-27 07:15:48.417	4h 43m 57s	2h 58m 11s	414.3%	56.1 GB	57.6 GB	61.5 GB	46.6 GB
11	c1/f6a062	27506943	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_PREPROCESSING:LONGREAD_FILTERING:NANOQ (24_A46)	COMPLETED	0	2026-05-27 11:15:44.902	1h 21m	59m 28s	99.4%	27.4 MB	60 MB	11.2 GB	11.1 GB
9	91/4dbc6c	27504109	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_PREPROCESSING:LONGREAD_ADAPTERREMOVAL:PORECHOP_ABI (43_A47)	COMPLETED	0	2026-05-27 07:15:48.617	5h 21m 57s	3h 18m 10s	454.1%	72.5 GB	74 GB	81.5 GB	61.7 GB
15	26/f6101b	27508193	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_HOSTREMOVAL:MINIMAP2_ALIGN (24_A46)	COMPLETED	0	2026-05-27 12:36:46.166	13m 59s	11m 37s	478.5%	18.7 GB	20.6 GB	52.2 GB	44.5 GB
14	a2/69e82f	27508192	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_PREPROCESSING:FASTQC_PROCESSED (24_A46)	COMPLETED	0	2026-05-27 12:36:46.000	16m	14m 9s	100.4%	3.6 GB	40.2 GB	11.1 GB	2 MB
18	f7/d96b48	27508301	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_HOSTREMOVAL:SAMTOOLS_STATS (24_A46)	COMPLETED	0	2026-05-27 12:50:46.194	4m 59s	4m 29s	137.8%	544.4 MB	686.2 MB	10.6 GB	27.3 MB
17	23/b9c25f	27508302	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_HOSTREMOVAL:SAMTOOLS_VIEW (24_A46)	COMPLETED	0	2026-05-27 12:50:46.321	12m 59s	12m 20s	80.8%	17.4 MB	224.4 MB	10.6 GB	10.5 GB
19	55/46f15d	27508432	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_HOSTREMOVAL:SAMTOOLS_FASTQ (24_A46)	COMPLETED	0	2026-05-27 13:03:45.839	11m	10m 29s	74.1%	17.6 MB	245.1 MB	10.5 GB	11.3 GB
10	85/abd037	27504107	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_PREPROCESSING:LONGREAD_ADAPTERREMOVAL:PORECHOP_ABI (52_A48)	COMPLETED	0	2026-05-27 07:15:48.228	6h 2m 57s	4h 18m 31s	440.5%	90.1 GB	91.6 GB	101.7 GB	77 GB
20	c9/05e451	27508507	NFCORE_TAXPROFILER:TAXPROFILER:PROFILING:KRAKEN2_KRAKEN2 (benchmark_10000-kraken2|kraken2|24_A46)	COMPLETED	0	2026-05-27 13:14:47.815	15m 58s	5m 38s	406.9%	39.6 GB	40.4 GB	55.4 GB	922.5 MB
22	7c/daf306	27508738	NFCORE_TAXPROFILER:TAXPROFILER:VISUALIZATION_KRONA:KRAKENTOOLS_KREPORT2KRONA (24_A46)	COMPLETED	0	2026-05-27 13:30:46.087	59.7s	1s	22.3%	13.5 MB	28.6 MB	2.1 MB	914.9 KB
12	92/94a86c	27507222	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_PREPROCESSING:LONGREAD_FILTERING:NANOQ (35_A50)	COMPLETED	0	2026-05-27 11:37:45.872	1h 57m	1h 22m 32s	99.9%	46.5 MB	60.7 MB	15.6 GB	15.4 GB
13	e6/e9d61a	27507733	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_PREPROCESSING:LONGREAD_FILTERING:NANOQ (40_A49)	COMPLETED	0	2026-05-27 11:59:45.519	1h 47m 1s	1h 23m 22s	91.5%	46.4 MB	60.2 MB	14.7 GB	14.4 GB
24	ac/514a19	27508798	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_HOSTREMOVAL:MINIMAP2_ALIGN (35_A50)	COMPLETED	0	2026-05-27 13:34:46.160	23m	17m 34s	453.6%	18.8 GB	20.8 GB	70.9 GB	63 GB
23	cd/97be51	27508797	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_PREPROCESSING:FASTQC_PROCESSED (35_A50)	COMPLETED	0	2026-05-27 13:34:46.022	24m 1s	19m 35s	100.2%	5.4 GB	40.2 GB	15.5 GB	2.2 MB
26	7c/268875	27508948	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_HOSTREMOVAL:MINIMAP2_ALIGN (40_A49)	COMPLETED	0	2026-05-27 13:46:46.738	13m 59s	13m 43s	511.7%	18.7 GB	20.5 GB	62.6 GB	54.8 GB
25	82/426174	27508947	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_PREPROCESSING:FASTQC_PROCESSED (40_A49)	COMPLETED	0	2026-05-27 13:46:46.609	18m	17m 49s	100.1%	4.8 GB	40.2 GB	14.4 GB	1.9 MB
28	30/c8a633	27509153	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_HOSTREMOVAL:SAMTOOLS_STATS (35_A50)	COMPLETED	0	2026-05-27 13:57:46.459	7m	6m 32s	136.1%	1.7 GB	1.8 GB	14.7 GB	86.7 MB
