task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
5	08/7c7635	27490658	NFCORE_TAXPROFILER:TAXPROFILER:FASTQC (43_A47)	CACHED	0	2026-05-26 11:16:12.801	43m 56s	25m 22s	100.2%	6.7 GB	40.2 GB	19.6 GB	2.3 MB
3	18/68fb30	27490660	NFCORE_TAXPROFILER:TAXPROFILER:FASTQC (35_A50)	CACHED	0	2026-05-26 11:16:13.078	38m 56s	19m 29s	100.2%	5.8 GB	40.2 GB	15.7 GB	2.3 MB
6	24/07eea2	27490662	NFCORE_TAXPROFILER:TAXPROFILER:FASTQC (52_A48)	CACHED	0	2026-05-26 11:16:13.322	51m 55s	30m 39s	100.1%	5.6 GB	40.2 GB	24.5 GB	2.3 MB
4	43/a64930	27490655	NFCORE_TAXPROFILER:TAXPROFILER:FASTQC (40_A49)	CACHED	0	2026-05-26 11:16:12.418	35m 57s	18m 5s	100.2%	5.2 GB	40.2 GB	14.8 GB	2 MB
2	28/7d5753	27490661	NFCORE_TAXPROFILER:TAXPROFILER:FASTQC (24_A46)	CACHED	0	2026-05-26 11:16:13.203	35m 56s	13m 47s	100.3%	3.8 GB	40.2 GB	11.3 GB	2 MB
10	b1/eca4cf	27503946	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_PREPROCESSING:LONGREAD_ADAPTERREMOVAL:PORECHOP_ABI (52_A48)	ABORTED	-	2026-05-27 06:46:18.573	-	-	-	-	-	-	-
1	9d/56ddad	27503947	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_PREPROCESSING:LONGREAD_ADAPTERREMOVAL:PORECHOP_ABI (24_A46)	ABORTED	-	2026-05-27 06:46:18.718	-	-	-	-	-	-	-
9	45/618a53	27503948	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_PREPROCESSING:LONGREAD_ADAPTERREMOVAL:PORECHOP_ABI (43_A47)	ABORTED	-	2026-05-27 06:46:19.017	-	-	-	-	-	-	-
7	a8/9bf6e7	27503949	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_PREPROCESSING:LONGREAD_ADAPTERREMOVAL:PORECHOP_ABI (35_A50)	ABORTED	-	2026-05-27 06:46:19.205	-	-	-	-	-	-	-
8	0e/2361d9	27503950	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_PREPROCESSING:LONGREAD_ADAPTERREMOVAL:PORECHOP_ABI (40_A49)	ABORTED	-	2026-05-27 06:46:19.323	-	-	-	-	-	-	-
