task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
4	1b/7226e9	26225479	NFCORE_CREATETAXDB:CREATETAXDB:SYLPH_SKETCHGENOMES (benchmark_10000)	COMPLETED	0	2026-04-10 17:30:29.537	2m 8s	54s	264.6%	1.3 GB	1.5 GB	23.4 GB	924.3 MB
6	fc/237b02	26225490	NFCORE_CREATETAXDB:CREATETAXDB:PREPROCESSING:FIND_CONCATENATE_AA (benchmark_10000)	COMPLETED	0	2026-04-10 17:30:47.240	5m 50s	4m 30s	15.3%	14.5 MB	44.7 MB	8.3 GB	8.3 GB
3	a1/add198	26225484	NFCORE_CREATETAXDB:CREATETAXDB:PREPROCESSING:FIND_CONCATENATE_DNA (benchmark_10000)	COMPLETED	0	2026-04-10 17:30:41.494	6m 56s	5m 4s	15.2%	17.8 MB	40.7 MB	23.5 GB	23.4 GB
7	a4/2ad745	26225495	NFCORE_CREATETAXDB:CREATETAXDB:GANON_BUILDCUSTOM (benchmark_10000)	COMPLETED	0	2026-04-10 17:30:52.755	9m 44s	7m 49s	495.5%	24.7 GB	29.8 GB	74.1 GB	43.2 GB
1	8a/04b51c	26225477	NFCORE_CREATETAXDB:CREATETAXDB:PREPROCESSING:SEQKIT_BATCHRENAME (benchmark_10000)	COMPLETED	0	2026-04-10 17:30:17.733	11m 19s	10m 42s	107.6%	82.9 MB	1.3 GB	8.3 GB	6.9 GB
12	30/883d13	26225931	NFCORE_CREATETAXDB:CREATETAXDB:PREPROCESSING:FIND_CONCATENATE_AA_KAIJU (benchmark_10000)	COMPLETED	0	2026-04-10 17:42:01.834	6m 35s	4m 24s	14.3%	11.4 MB	33.6 MB	6.9 GB	6.9 GB
2	6f/6d4132	26225478	NFCORE_CREATETAXDB:CREATETAXDB:METACACHE_BUILD (benchmark_10000)	COMPLETED	0	2026-04-10 17:30:24.038	18m 13s	16m 33s	157.7%	43.2 GB	43.5 GB	23.9 GB	27.2 GB
8	b8/c150f5	26225697	NFCORE_CREATETAXDB:CREATETAXDB:DIAMOND_MAKEDB (benchmark_10000)	COMPLETED	0	2026-04-10 17:36:37.624	13m	11m 54s	189.1%	3.7 GB	6.1 GB	57.2 GB	30.2 GB
10	56/87bd78	26225754	NFCORE_CREATETAXDB:CREATETAXDB:FASTA_BUILD_ADD_KRAKEN2_BRACKEN:KRAKEN2_ADD (benchmark_10000)	COMPLETED	0	2026-04-10 17:37:37.611	24m	22m 21s	102.7%	84.4 MB	103.8 MB	99.7 GB	76.2 GB
13	7c/5f4c6f	26226127	NFCORE_CREATETAXDB:CREATETAXDB:KAIJU_MKFMI (benchmark_10000)	COMPLETED	0	2026-04-10 17:48:37.501	17m	14m 50s	403.5%	23.6 GB	30.4 GB	15.2 GB	17.7 GB
9	4b/b5502d	26225752	NFCORE_CREATETAXDB:CREATETAXDB:KMCP_CREATE:KMCP_COMPUTE (benchmark_10000)	COMPLETED	0	2026-04-10 17:37:37.362	40m	37m 53s	167.5%	569.8 MB	1.5 GB	23.4 GB	140.3 GB
15	04/de5346	26227169	NFCORE_CREATETAXDB:CREATETAXDB:KMCP_CREATE:KMCP_INDEX (benchmark_10000)	COMPLETED	0	2026-04-10 18:17:38.130	6m 59s	2m 51s	1700.9%	4.2 GB	5 GB	140.3 GB	9.2 GB
14	e1/5d2d05	26226641	NFCORE_CREATETAXDB:CREATETAXDB:FASTA_BUILD_ADD_KRAKEN2_BRACKEN:KRAKEN2_BUILD (benchmark_10000)	COMPLETED	0	2026-04-10 18:01:37.651	1h 46m	1h 42m 9s	6638.0%	57.6 GB	66 GB	100.4 GB	78.6 GB
16	bc/d12350	26229926	NFCORE_CREATETAXDB:CREATETAXDB:FASTA_BUILD_ADD_KRAKEN2_BRACKEN:BRACKEN_BUILD (benchmark_10000)	COMPLETED	0	2026-04-10 19:47:37.961	9m	8m 32s	1404.9%	62.9 GB	66.6 GB	61.2 GB	8.2 GB
11	e1/39b8da	26225753	NFCORE_CREATETAXDB:CREATETAXDB:CENTRIFUGE_BUILD (benchmark_10000)	COMPLETED	0	2026-04-10 17:37:37.512	2h 47m	1h 36m 8s	824.2%	234.6 GB	336.5 GB	238.3 GB	195.8 GB
5	1d/a7771f	26225480	NFCORE_CREATETAXDB:CREATETAXDB:KRAKENUNIQ_BUILD (benchmark_10000)	COMPLETED	0	2026-04-10 17:30:34.815	6h 8m 4s	4h 49m 30s	442.9%	242.5 GB	247.4 GB	625.5 GB	749.8 GB
17	a3/c3153c	26237806	NFCORE_CREATETAXDB:CREATETAXDB:MULTIQC	COMPLETED	0	2026-04-10 23:38:40.849	1m 57s	12.5s	38.6%	149.6 MB	1004.9 MB	71.1 MB	17.1 MB
