task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	a1/763c20	27348125	NFCORE_TAXPROFILER:TAXPROFILER:FASTQC (24_A46)	COMPLETED	0	2026-05-20 13:52:47.080	14m 54s	14m 19s	99.9%	5.6 GB	40.2 GB	11.3 GB	2 MB
8	0d/52f5c6	27348124	NFCORE_TAXPROFILER:TAXPROFILER:FASTQC (40_A49)	COMPLETED	0	2026-05-20 13:52:46.884	19m 54s	18m 44s	100.1%	5.1 GB	40.2 GB	14.8 GB	2 MB
7	e5/03b06e	27348126	NFCORE_TAXPROFILER:TAXPROFILER:FASTQC (35_A50)	COMPLETED	0	2026-05-20 13:52:47.242	20m 54s	20m 1s	100.0%	5.3 GB	40.2 GB	15.7 GB	2.3 MB
9	5d/724a98	27348130	NFCORE_TAXPROFILER:TAXPROFILER:FASTQC (43_A47)	COMPLETED	0	2026-05-20 13:52:49.799	27m 51s	26m 54s	100.1%	7 GB	40.2 GB	19.6 GB	2.3 MB
10	e4/11570f	27348133	NFCORE_TAXPROFILER:TAXPROFILER:FASTQC (52_A48)	COMPLETED	0	2026-05-20 13:52:52.115	32m 49s	32m 1s	100.1%	5.5 GB	40.2 GB	24.5 GB	2.3 MB
2	27/ad7d45	27348129	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_PREPROCESSING:LONGREAD_ADAPTERREMOVAL:PORECHOP_ABI (24_A46)	COMPLETED	0	2026-05-20 13:52:49.677	2h 27m 52s	2h 13m 35s	416.5%	41.6 GB	43.1 GB	46.8 GB	35.5 GB
4	7a/fa430d	27348134	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_PREPROCESSING:LONGREAD_ADAPTERREMOVAL:PORECHOP_ABI (40_A49)	COMPLETED	0	2026-05-20 13:52:52.260	3h 15m 50s	3h 1m 26s	412.5%	56.1 GB	57.6 GB	61.5 GB	46.6 GB
5	1b/c2ae61	27348127	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_PREPROCESSING:LONGREAD_ADAPTERREMOVAL:PORECHOP_ABI (43_A47)	COMPLETED	0	2026-05-20 13:52:49.422	3h 16m 53s	3h 15m 26s	459.1%	72.4 GB	74 GB	81.5 GB	61.7 GB
3	c8/226513	27348128	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_PREPROCESSING:LONGREAD_ADAPTERREMOVAL:PORECHOP_ABI (35_A50)	COMPLETED	0	2026-05-20 13:52:49.550	3h 20m 53s	3h 6m 8s	415.5%	58.2 GB	59.8 GB	65.3 GB	49.5 GB
11	ae/fd4601	27353634	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_PREPROCESSING:LONGREAD_FILTERING:NANOQ (24_A46)	COMPLETED	0	2026-05-20 16:20:42.315	1h 49m	58m 49s	99.9%	30.4 MB	60 MB	11.2 GB	11.1 GB
12	37/2511da	27355494	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_PREPROCESSING:LONGREAD_FILTERING:NANOQ (40_A49)	COMPLETED	0	2026-05-20 17:08:42.326	1h 24m	1h 18m 49s	101.0%	39.7 MB	60.2 MB	14.7 GB	14.4 GB
16	81/0d6d1a	27357469	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_HOSTREMOVAL:MINIMAP2_ALIGN (24_A46)	COMPLETED	0	2026-05-20 18:09:42.846	37m	6m 46s	814.2%	18.7 GB	20.6 GB	52.2 GB	44.5 GB
15	c8/c62c0e	27357468	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_PREPROCESSING:FASTQC_PROCESSED (24_A46)	COMPLETED	0	2026-05-20 18:09:42.725	44m	14m 8s	97.6%	4 GB	40.2 GB	11.1 GB	2 MB
20	b0/0efd5b	27358519	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_HOSTREMOVAL:SAMTOOLS_STATS (24_A46)	COMPLETED	0	2026-05-20 18:46:44.194	6m 59s	4m 41s	135.8%	545.4 MB	686.2 MB	10.6 GB	27.3 MB
6	96/b1d201	27348131	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_PREPROCESSING:LONGREAD_ADAPTERREMOVAL:PORECHOP_ABI (52_A48)	COMPLETED	0	2026-05-20 13:52:51.886	5h 51s	4h 46m 22s	416.1%	90.1 GB	91.6 GB	101.7 GB	77 GB
19	90/612a81	27358518	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_HOSTREMOVAL:SAMTOOLS_VIEW (24_A46)	COMPLETED	0	2026-05-20 18:46:44.006	12m 59s	10m 14s	98.0%	17.8 MB	224.4 MB	10.6 GB	10.5 GB
22	e9/6e7d6d	27358926	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_HOSTREMOVAL:SAMTOOLS_FASTQ (24_A46)	COMPLETED	0	2026-05-20 18:59:43.087	7m	6m 19s	120.0%	17.3 MB	245.1 MB	10.5 GB	11.3 GB
17	fc/9432d6	27358131	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_PREPROCESSING:FASTQC_PROCESSED (40_A49)	COMPLETED	0	2026-05-20 18:32:42.738	52m	17m 23s	99.9%	4.4 GB	40.2 GB	14.4 GB	1.9 MB
18	a8/936cbd	27358132	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_HOSTREMOVAL:MINIMAP2_ALIGN (40_A49)	COMPLETED	0	2026-05-20 18:32:42.858	1h 4m	8m 22s	837.2%	18.7 GB	20.6 GB	62.6 GB	54.8 GB
32	88/70e91e	27360139	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_HOSTREMOVAL:SAMTOOLS_STATS (40_A49)	COMPLETED	0	2026-05-20 19:36:43.243	9m	5m 58s	138.5%	657.9 MB	800.8 MB	13.8 GB	49 MB
31	da/106efa	27360140	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_HOSTREMOVAL:SAMTOOLS_VIEW (40_A49)	COMPLETED	0	2026-05-20 19:36:43.382	38m	13m 11s	97.7%	18.4 MB	224.7 MB	13.8 GB	13.6 GB
13	fd/61b8bc	27355496	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_PREPROCESSING:LONGREAD_FILTERING:NANOQ (43_A47)	COMPLETED	0	2026-05-20 17:09:42.267	3h 6m 1s	1h 42m 38s	99.9%	48.5 MB	63.7 MB	19.5 GB	19.4 GB
33	42/07843b	27361375	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_HOSTREMOVAL:SAMTOOLS_FASTQ (40_A49)	COMPLETED	0	2026-05-20 20:14:43.725	9m	8m 10s	120.3%	17.7 MB	244.9 MB	13.6 GB	14.6 GB
35	d3/02dcc9	27361392	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_HOSTREMOVAL:MINIMAP2_ALIGN (43_A47)	COMPLETED	0	2026-05-20 20:15:43.613	29m	11m 40s	810.4%	19 GB	21.1 GB	83.3 GB	75.2 GB
34	e7/ba9aba	27361391	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_PREPROCESSING:FASTQC_PROCESSED (43_A47)	COMPLETED	0	2026-05-20 20:15:43.484	35m	25m 50s	99.7%	18.4 GB	40.2 GB	19.4 GB	2.3 MB
44	9c/8a48e9	27362362	NFCORE_TAXPROFILER:TAXPROFILER:LONGREAD_HOSTREMOVAL:SAMTOOLS_STATS (43_A47)	COMPLETED	0	2026-05-20 20:44:44.803	8m 59s	8m 11s	136.0%	9.1 GB	9.3 GB	18.5 GB	346.2 MB
