task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
3	86/fd742d	27027079	NFCORE_TAXPROFILER:TAXPROFILER:FASTQC (2604_med)	CACHED	0	2026-05-09 07:18:12.423	5m 57s	4m 48s	196.8%	6.9 GB	40.3 GB	5.5 GB	4.1 MB
5	91/66dcab	27027078	NFCORE_TAXPROFILER:TAXPROFILER:FASTQC (2604_lar)	CACHED	0	2026-05-09 07:18:12.328	13m 57s	13m 13s	199.3%	5.7 GB	40.2 GB	12.8 GB	3.8 MB
1	cb/adb851	27027077	NFCORE_TAXPROFILER:TAXPROFILER:SHORTREAD_PREPROCESSING:SHORTREAD_FASTP:FASTP_PAIRED (2604_sma)	CACHED	0	2026-05-09 07:18:12.172	55.6s	12.3s	310.0%	5.6 GB	6.5 GB	242.7 MB	72.5 MB
2	23/d2c465	27027080	NFCORE_TAXPROFILER:TAXPROFILER:FASTQC (2604_sma)	CACHED	0	2026-05-09 07:18:12.520	55.4s	15s	158.4%	2.4 GB	40.3 GB	195.1 MB	3.9 MB
6	e4/1f4cf2	27027081	NFCORE_TAXPROFILER:TAXPROFILER:SHORTREAD_PREPROCESSING:SHORTREAD_FASTP:FASTP_PAIRED (2604_lar)	CACHED	0	2026-05-09 07:18:12.615	14m 56s	14m 17s	455.0%	80 GB	81.2 GB	12.8 GB	5.5 GB
4	df/0a0bfb	27027082	NFCORE_TAXPROFILER:TAXPROFILER:SHORTREAD_PREPROCESSING:SHORTREAD_FASTP:FASTP_PAIRED (2604_med)	CACHED	0	2026-05-09 07:18:12.716	4m 55s	1m 38s	1149.2%	6.2 GB	7.2 GB	5.6 GB	3.2 GB
7	63/0c15ed	27027085	NFCORE_TAXPROFILER:TAXPROFILER:SHORTREAD_COMPLEXITYFILTERING:BBMAP_BBDUK (2604_sma)	CACHED	0	2026-05-09 07:19:08.293	59.5s	5.4s	326.0%	708.8 MB	42 GB	656.2 MB	649 MB
8	0e/b6a466	27027086	NFCORE_TAXPROFILER:TAXPROFILER:SHORTREAD_PREPROCESSING:FASTQC_PROCESSED (2604_sma)	CACHED	0	2026-05-09 07:19:08.381	59.4s	8s	185.2%	1018.3 MB	40.4 GB	84.3 MB	3.8 MB
10	c3/3218c2	27027298	NFCORE_TAXPROFILER:TAXPROFILER:SHORTREAD_COMPLEXITYFILTERING:BBMAP_BBDUK (2604_med)	CACHED	0	2026-05-09 07:23:08.367	2m 1s	1m 36s	736.7%	4.8 GB	42.4 GB	30.6 GB	30.5 GB
11	01/404481	27027297	NFCORE_TAXPROFILER:TAXPROFILER:SHORTREAD_PREPROCESSING:FASTQC_PROCESSED (2604_med)	CACHED	0	2026-05-09 07:23:08.260	4m 1s	3m 9s	196.4%	5.9 GB	40.3 GB	3.2 GB	4.2 MB
